id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	214
F827	192.0734	378.09	375.08	381.39	2464	2329413	1.0	1.0	291	1	2355399
F829	192.0889	568.73	566.14	571.91	2465	935370	1.0	0.99	107	1	954377
F830	192.09	202.75	198.76	205.69	2466	3264962	1.0	1.0	336	1	3284865
F831	89.9398	847.87	836.91	946.83	286	11924797	1.0	0.82	30	1	12256441
F832	166.0702	59.7	58.75	61.28	1735	634204	1.0	0.88	114	1	572463
F833	166.0702	63.79	61.9	67.57	1735	1899870	1.0	0.84	175	1	1867746
F834	192.0934	347.28	344.7	349.59	2468	827105	1.0	0.98	110	1	843799
F836	166.0724	80.89	76.86	84.92	1736	64983760	1.0	0.89	128	1	65008760
F840	166.0746	62.22	58.43	65.36	1737	7505956	1.0	0.79	554	1	7602073
F841	166.0746	66.62	65.36	68.86	1737	2230033	1.0	0.96	318	1	2402401
F846	166.0802	289.26	285.71	293.11	1740	3038561	0.86	0.91	154	1	3062561
F847	166.0802	298.98	295.42	302.6	1740	2886956	0.84	0.94	169	1	2909956
F848	166.0834	153.08	148.95	156.53	1741	2258660	1.0	0.96	154	1	2292342
F849	166.0861	63.16	59.39	66.93	1742	1974963625	1.0	0.96	1164	1	9104999168
F850	166.0919	61.59	60.65	62.85	1743	12884881	1.0	0.71	2449	1	12892881
F851	166.0919	65.36	62.85	67.57	1743	23956566	1.0	0.8	2498	1	23972566
F852	166.0919	67.89	67.57	69.84	1743	1200775	0.85	0.74	356	1	1208775
F855	134.9942	828.59	827.33	832.07	1031	95337753	0.73	0.84	14	1	61638303
F862	166.0939	61.28	58.11	78.21	1744	60162899	1.0	0.94	1072	1	60225899
F864	166.0954	65.36	62.85	68.21	1745	11536454	0.94	0.74	1260	1	11554454
F865	166.0977	63.16	59.39	66.93	1746	9145806	1.0	0.83	620	1	9185811
F866	90.055	40.66	36.84	43.85	290	16248143	1.0	0.85	55	1	16320290
F869	90.055	49.87	52.1	53.36	290	1719036	0.71	0.94	8	1	193294
F870	166.0993	64.41	61.59	68.21	1747	4193231	0.75	0.89	285	1	4229665
F881	166.1017	61.28	59.39	62.85	1748	1340579	1.0	0.91	213	1	1424654
F882	166.1017	64.1	62.85	67.89	1748	1922834	1.0	0.79	229	1	1973133
F883	192.1052	150.66	146.54	154.79	2471	8264315	1.0	0.99	577	1	8325418
F884	166.1133	291.17	287.36	295.09	1750	28621813	1.0	0.98	223	1	28646813
F886	192.1095	456.17	452.61	460.1	2473	1306449	1.0	0.97	19	1	1338087
F887	166.1164	65.67	62.22	68.54	1751	925100	1.0	0.88	110	1	938939
F888	192.1379	462.09	458.45	466.1	2474	3598303	1.0	0.98	19	1	3599597
F892	192.1461	604.43	601.26	608.21	2475	1675538	1.0	0.9	152	1	1707918
F896	135.044	261.97	257.9	266.03	1038	9985643	0.96	0.82	3	1	10572934
F901	135.0634	182.51	178.45	186.54	1039	2029652	1.0	0.95	88	1	2053652
F902	135.0634	347.61	344.7	351.6	1039	1171019	1.0	0.99	128	1	1197260
F904	91.0542	63.16	59.39	66.93	307	13469265	0.97	0.97	8	1	14151285
F911	135.0804	329.01	324.99	333.03	1040	16363635	1.0	0.83	11	1	17727995
F912	135.0804	436.09	432.09	439.71	1040	13183668	0.89	0.94	5	1	14491181
F913	135.0804	443.15	441.59	446.02	1040	4616547	0.92	0.75	3	1	5480411
F915	135.0804	496.9	493.28	500.51	1040	7421984	0.89	0.94	4	1	8652990
F917	135.0965	291.17	287.68	295.09	1041	48669470	1.0	0.96	1433	1	48693470
F918	135.0965	373.06	370.04	375.76	1041	10817013	0.96	0.99	323	1	10835013
F919	135.0965	379.08	375.76	383.06	1041	68319081	1.0	1.0	1831	1	68342081
F920	135.0965	445.05	443.47	448.96	1041	5974939	0.93	0.97	424	1	5992939
F921	135.1015	189.22	185.2	193.32	1042	19517611	1.0	0.99	151	1	19542611
F932	135.1093	33.99	31.6	35.57	1043	976957	1.0	0.85	132	1	993816
F933	93.0367	48.59	44.8	52.41	315	1663101	1.0	0.97	12	1	1709198
F938	167.0204	828.27	825.77	832.07	1757	67631005	0.79	0.94	14	1	67652005
F944	135.1168	540.29	537.03	544.19	1044	7433477	1.0	0.94	3	1	8881247
F951	93.0699	62.85	59.07	66.62	317	20052443	1.0	0.94	10	1	20955588
F955	94.0414	203.41	199.43	207.31	318	10360102	1.0	0.98	90	1	10464396
F956	135.5836	829.53	827.33	832.39	1045	1063742	1.0	0.98	61	1	1080398
F958	135.9977	828.27	824.51	832.07	1047	2551893	1.0	0.86	88	1	2647117
F961	193.0187	828.27	824.51	832.07	2483	7527433	0.86	0.79	14	1	7566785
F988	193.0266	826.08	822.32	829.85	2484	11314714	0.77	0.89	10	1	11441534
F989	167.0338	141.38	137.29	145.49	1759	2097368	1.0	0.99	9	1	2117403
F990	167.0338	599.03	595.2	602.22	1759	1967497	1.0	0.94	121	1	1998527
F991	167.0338	603.8	602.22	606.63	1759	990037	0.72	0.89	80	1	972352
F994	95.0492	64.1	60.33	67.89	323	15364749	0.93	0.96	6	1	15673056
F995	95.0492	203.41	199.43	207.31	323	17815883	0.97	0.99	11	1	18194367
F996	95.0492	521.39	517.81	525.3	323	5114235	0.73	0.94	9	1	5356106
F999	167.0494	838.52	834.63	840.13	1760	4916520	0.71	0.92	18	1	4968240
F1000	167.0494	842.07	840.13	845.94	1760	5883208	0.71	0.83	18	1	5901331
F1003	167.0563	119.79	115.7	123.87	1762	55907081	0.73	0.9	227	1	55932081
F1004	167.0563	133.5	129.71	137.29	1762	79723272	0.88	0.75	93	1	79746272
F1005	167.0563	141.04	137.29	145.14	1762	63385365	0.73	0.89	72	1	63409365
F1008	95.0855	550.7	546.79	554.51	325	12769013	0.89	0.98	5	1	16059799
F1013	95.7872	298.35	295.77	301.93	327	1481123	1.0	0.99	144	1	1503317
F1015	167.0586	821.38	818.88	822.95	1763	1233937	0.78	0.89	6	1	1257458
F1016	167.0586	824.83	822.95	828.59	1763	3140966	0.92	0.74	9	1	3208990
F1018	167.0628	521.39	518.78	525.3	1766	2301490	1.0	0.98	225	1	2337128
F1020	193.0719	243.17	240.1	245.55	2489	1738990	1.0	1.0	113	1	1757727
F1021	167.0641	521.39	520.07	523.34	1767	1101585	1.0	0.98	180	1	1132381
F1022	96.0444	64.1	60.33	67.89	328	25941353	1.0	0.77	54	1	25966353
F1027	193.0859	344.7	340.75	348.59	2491	36900292	1.0	1.0	128	1	36925292
F1028	193.0859	355.61	352.6	358.61	2491	1667489	0.96	0.93	7	1	1686489
F1029	193.0859	375.42	372.73	378.75	2491	1852409	0.92	0.93	6	1	1871409
F1030	193.0859	391.67	388.65	395.03	2491	4197934	1.0	0.94	18	1	4217934
F1032	193.0859	480.84	477.69	484.69	2491	6027504	1.0	0.92	30	1	6050504
F1035	193.0968	289.89	286.04	293.77	2492	7512979	1.0	1.0	86	1	7563160
F1037	136.0732	198.08	194.0	202.09	1057	1844292	1.0	0.99	88	1	1880021
F1038	136.0732	208.62	204.72	212.68	1057	2292660	1.0	0.99	123	1	2328993
F1043	167.0703	521.06	517.16	524.97	1770	378044254	1.0	0.95	77	1	378669563
F1044	167.0703	575.71	571.91	579.5	1770	141032810	0.92	0.92	9	1	141658119
F1046	167.0758	80.89	76.86	84.92	1772	3200252	0.96	0.9	195	1	3252878
F1047	167.0758	521.06	519.42	523.99	1772	1032435	0.9	0.98	128	1	1047440
F1048	167.0776	521.39	519.42	524.65	1773	1978134	1.0	0.96	209	1	2006862
F1054	98.0601	48.59	45.11	52.41	334	2610518	0.95	0.98	4	1	2640554
F1055	167.0814	295.77	292.14	299.62	1774	2886514	1.0	0.99	83	1	2918624
F1058	193.1222	453.91	451.61	457.46	2495	6312980	0.8	0.93	4	1	6369253
F1059	193.1222	460.76	457.46	462.42	2495	3456225	0.78	0.82	3	1	3503613
F1061	193.1222	472.72	469.07	476.37	2495	6544611	0.8	0.87	3	1	6612730
F1063	193.1222	515.86	512.26	519.75	2495	14594767	1.0	0.93	12	1	14665848
F1064	193.1222	522.03	519.75	524.65	2495	8997952	0.89	0.95	8	1	9045340
F1065	193.1222	538.34	535.4	542.25	2495	5445181	0.79	0.87	3	1	5510339
F1067	193.1222	589.75	585.9	593.59	2495	7726873	0.87	0.83	5	1	7800916
F1068	193.1222	629.5	626.34	632.98	2495	3963196	0.78	0.72	5	1	4028354
F1069	167.0835	64.41	61.59	68.21	1775	23559886	0.76	0.91	1469	1	23581886
F1073	136.0815	33.68	31.09	37.15	1061	1809889	1.0	0.75	231	1	1837432
F1074	167.0855	261.29	257.22	265.02	1776	1245626	0.91	1.0	107	1	1271213
F1075	167.0855	289.89	286.04	293.77	1776	2549887	1.0	0.97	164	1	2596800
F1076	167.0855	494.91	490.98	498.87	1776	6029820	1.0	0.98	53	1	6057957
F1077	193.1309	368.36	364.33	372.05	2496	1279624	1.0	0.95	6	1	1311841
F1078	167.0894	61.28	57.47	77.53	1777	992198366	1.0	0.97	6914	1	992261366
F1079	167.0968	61.9	58.43	63.47	1779	2959157	1.0	0.97	272	1	3128075
F1080	167.0968	65.04	63.47	67.57	1779	2313682	1.0	0.93	271	1	2296737
F1081	167.104	323.66	320.31	327.67	1780	14156513	1.0	1.0	1748	1	14179513
F1083	193.1586	483.06	480.53	486.69	2498	3785878	1.0	0.83	4	1	4436005
F1084	193.1586	506.4	502.48	510.29	2498	7341809	1.0	0.98	5	1	8090623
F1085	193.1586	565.82	562.26	569.37	2498	4012168	1.0	0.88	3	1	4656203
F1092	136.0971	290.53	288.63	294.43	1063	1020824	1.0	0.86	39	1	1022944
F1093	136.0971	378.75	375.08	382.39	1063	1202468	1.0	1.0	25	1	1227490
F1094	136.0984	378.75	377.43	380.07	1064	528765	1.0	0.99	107	1	537769
F1095	136.1007	289.26	286.04	290.21	1066	1621347	1.0	0.76	253	1	1723944
F1096	136.1007	381.39	380.07	382.73	1066	491812	0.77	0.98	100	1	500817
F1101	167.1165	290.21	286.38	294.1	1782	2811735	1.0	0.99	213	1	2859235
F1103	136.1028	291.17	287.36	295.09	1067	278118748	1.0	0.97	227	1	278143748
F1104	136.1028	378.75	375.08	382.73	1067	172061109	1.0	0.99	223	1	172085109
F1106	136.1081	291.17	288.94	293.77	1069	1151632	1.0	0.97	114	1	1191695
F1107	136.1081	378.75	376.43	381.72	1069	943181	1.0	0.99	113	1	960188
F1109	167.1178	226.42	225.14	228.38	1783	852661	0.97	0.81	22	1	863661
F1110	167.1178	249.22	246.56	252.5	1783	1536298	0.98	0.87	27	1	1555298
F1111	167.1178	410.07	406.12	414.1	1783	37502602	1.0	0.99	580	1	37527602
F1112	167.1178	421.08	417.43	425.09	1783	6976641	1.0	0.97	123	1	7000641
F1113	167.1178	602.54	599.99	603.17	1783	633757	0.9	0.74	15	1	644757
F1114	136.1121	446.02	442.84	449.95	1071	4079671	1.0	0.97	11	1	4145426
F1115	136.9576	832.39	828.59	836.27	1072	3605795	0.86	0.83	128	1	3673302
F1116	98.9709	826.39	822.95	828.27	350	2342402	1.0	0.85	19	1	2401854
F1117	98.9709	830.16	828.27	833.67	350	1931836	1.0	0.83	17	1	1803196
F1120	167.1429	483.06	479.59	486.69	1784	5648806	1.0	0.9	8	1	6041752
F1121	167.1429	492.95	489.01	496.9	1784	33357308	1.0	0.99	48	1	33784423
F1122	167.1429	506.08	503.14	509.97	1784	2853971	0.78	0.87	3	1	3229832
F1128	98.9719	827.33	823.89	828.9	351	3469004	1.0	0.81	10	1	3705035
F1131	194.0073	843.04	839.16	844.96	2505	3138913	0.74	0.91	17	1	3180309
F1132	194.0073	848.51	844.96	851.76	2505	3756248	0.74	0.92	17	1	3788073
F1133	167.964	833.99	827.33	968.43	1787	15540393	1.0	0.81	35	1	15966479
F1134	98.9753	827.96	824.2	831.75	353	1134603820	0.86	0.99	4	1	1424402148
F1135	194.081	275.17	271.11	279.25	2508	1489748	0.82	0.93	7	1	1519991
F1136	194.081	303.27	299.3	307.31	2508	4114383	1.0	1.0	28	1	4142919
F1137	194.081	347.61	344.06	351.6	2508	1587394	0.9	0.98	11	1	1610139
F1138	194.081	355.94	351.93	359.95	2508	2645798	1.0	0.99	22	1	2680594
F1139	194.081	433.09	429.44	436.76	2508	2220653	0.96	0.97	10	1	2244689
F1141	98.9786	827.96	824.2	831.43	354	5808706	1.0	0.94	10	1	5829760
F1142	194.0892	345.02	341.42	348.59	2512	3618670	1.0	1.0	243	1	3647579
F1144	136.9895	843.68	828.59	880.41	1073	322343115	1.0	0.95	125	1	324718616
F1145	194.108	378.75	375.42	382.73	2513	7216491	1.0	0.99	671	1	7239213
F1146	167.9935	352.94	349.59	356.93	1790	2684398	1.0	1.0	289	1	2711567
F1149	168.0238	827.33	823.89	831.11	1792	2471244	1.0	0.91	87	1	2549604
F1151	168.0293	38.1	35.26	45.11	1794	2135129	1.0	0.89	112	1	2167144
F1153	194.1648	830.16	826.39	832.39	2518	1351249	1.0	0.92	54	1	1344361
F1154	137.0459	43.22	40.02	45.43	1078	64455965	0.88	0.94	766	1	64473965
F1155	137.0459	50.19	47.01	53.99	1078	95362242	0.87	0.93	416	1	95385242
F1157	168.0303	828.59	824.83	832.39	1795	2400383	1.0	0.94	31	1	2392336
F1158	98.9841	36.52	33.99	40.34	359	41149994	0.93	0.79	4	1	48396599
F1160	98.9841	599.03	595.2	601.58	359	16819708	0.74	0.98	4	1	23656006
F1162	99.0263	53.67	50.19	57.47	366	35191978	1.0	0.9	512	1	35215978
F1165	168.0629	51.46	49.87	53.36	1798	1575872	1.0	1.0	259	1	1587875
F1166	168.0629	66.93	65.36	70.83	1798	980397	0.91	0.95	108	1	990929
F1167	168.0629	122.85	118.77	126.97	1798	2409834	0.92	0.82	124	1	2420154
F1175	99.0441	35.26	32.43	36.84	367	12085710	0.74	0.96	4	1	12685708
F1176	99.0441	38.42	36.84	41.31	367	16811263	0.71	0.8	4	1	17551182
F1177	99.0441	49.55	47.64	53.36	367	15716289	0.71	0.72	4	1	16694752
F1179	137.0759	264.68	260.61	268.73	1083	1798677	1.0	1.0	48	1	1824898
F1180	137.0759	289.89	286.04	293.77	1083	11472558	1.0	1.0	145	1	11552692
F1183	168.0735	521.06	517.81	524.97	1801	34121202	1.0	0.94	92	1	34144202
F1184	168.0735	576.03	572.55	579.5	1801	12041517	1.0	0.83	12	1	12064517
F1185	168.0781	435.76	433.09	438.09	1803	917492	1.0	0.99	118	1	934994
F1186	137.0821	206.66	203.08	209.62	1085	1135055	1.0	0.98	102	1	1158382
F1187	168.09	65.04	58.43	69.52	1807	20839754	1.0	0.86	1041	1	20875754
F1203	195.0159	825.77	823.89	826.7	2520	8318682	0.83	0.73	33	1	8328682
F1207	168.1018	330.68	326.66	334.71	1809	2862902	1.0	0.99	37	1	2881019
F1208	168.1018	389.99	385.99	394.03	1809	3161930	1.0	0.99	28	1	3200488
F1209	168.1074	323.32	320.98	326.66	1810	935860	1.0	1.0	106	1	955708
F1210	99.9786	827.33	823.57	831.11	371	19020397	0.83	0.96	5	1	21477325
F1211	168.1211	409.74	406.12	413.77	1811	3036233	1.0	1.0	318	1	3066604
F1212	100.0297	53.67	51.15	57.47	372	1167386	1.0	0.92	112	1	1190719
F1216	137.1002	290.85	287.03	293.11	1087	1377118	1.0	0.93	123	1	1415756
F1217	137.1018	291.17	287.36	294.1	1088	2792761	1.0	0.84	276	1	2803443
F1218	168.1462	492.95	489.67	496.9	1814	3261147	1.0	0.99	227	1	3296475
F1220	137.1034	290.53	286.71	294.43	1089	9011671	1.0	0.96	698	1	9096985
F1221	100.0723	121.5	117.41	125.58	383	3635418	0.92	0.96	181	1	3671222
F1222	137.1046	291.17	287.36	294.1	1090	6540318	1.0	0.92	642	1	6597511
F1223	100.073	122.18	118.09	126.29	384	2461657	0.88	0.89	137	1	2484777
F1224	168.1494	829.22	826.08	832.39	1815	2279527	0.88	0.96	11	1	2261252
F1231	168.9571	829.22	825.77	844.64	1816	3529244	1.0	0.85	120	1	3612386
F1233	195.0486	289.58	288.0	291.49	2527	723159	1.0	0.98	135	1	696089
F1235	137.1069	379.08	375.42	382.39	1091	11015340	1.0	0.98	47	1	11044042
F1243	137.1091	290.53	286.71	294.43	1092	1282622916	1.0	0.99	130	1	1490720910
F1244	137.1091	379.08	375.08	383.06	1092	47935457	0.73	1.0	8	1	54679318
F1245	100.0785	120.82	116.73	124.9	387	3150274	1.0	0.94	177	1	3195841
F1246	137.1145	289.89	286.04	293.77	1093	9402757	1.0	0.99	657	1	9498809
F1247	100.0791	120.46	116.39	124.55	388	3930760	0.96	0.99	205	1	3952848
F1248	137.1159	289.89	286.04	293.77	1095	3391142	1.0	0.97	247	1	3450218
F1249	137.1176	291.17	288.31	293.44	1096	1023355	1.0	0.81	128	1	1011300
F1251	168.9836	831.75	827.96	835.6	1818	2359663	1.0	0.78	130	1	2399032
F1252	169.0195	40.99	38.42	42.59	1823	868845	1.0	0.93	118	1	870020
F1253	100.1121	40.02	36.84	43.54	401	5550599	1.0	1.0	73	1	5593353
F1254	100.1121	69.84	65.99	73.84	401	2825621	0.94	0.96	43	1	2840494
F1255	100.1121	79.55	75.52	83.58	401	4222570	1.0	0.99	71	1	4308991
F1257	169.0237	40.99	37.78	43.22	1825	2181655	1.0	0.92	266	1	2234802
F1258	195.0537	828.27	824.83	832.07	2528	306990790	0.74	0.95	7	1	307014790
F1259	195.0563	288.0	286.71	290.53	2529	3883327	1.0	0.92	443	1	3896331
F1261	169.028	33.99	32.11	35.26	1827	5810180	1.0	0.88	845	1	5821180
F1262	169.028	37.15	35.26	38.74	1827	8837760	1.0	0.8	939	1	8849760
F1263	169.028	40.99	38.74	43.54	1827	12487449	1.0	0.87	1469	1	12503449
F1265	169.0296	40.99	38.42	42.91	1828	10739774	0.8	0.8	1376	1	10754774
F1268	100.9796	827.64	823.89	831.43	407	3655401	0.87	0.92	12	1	3691586
F1272	137.1325	550.7	546.79	554.51	1097	19366121	1.0	0.96	18	1	20556402
F1279	137.9798	834.31	830.48	861.89	1098	4363621	1.0	0.8	103	1	4459686
F1280	137.9899	840.45	833.35	865.49	1099	4679570	1.0	0.88	118	1	4780426
F1282	195.0652	344.38	340.41	347.28	2532	2730966	0.84	0.8	13	1	2752966
F1283	195.0652	380.07	376.43	384.05	2532	22774342	1.0	1.0	140	1	22798342
F1284	195.0652	435.43	433.09	438.42	2532	2285525	0.83	0.95	33	1	2302525
F1285	195.0652	442.22	438.42	445.69	2532	10139783	1.0	0.93	110	1	10163783
F1286	195.0652	599.67	597.76	601.26	2532	1381072	0.72	0.82	91	1	1393072
F1287	195.0652	603.48	601.26	607.26	2532	4335863	0.91	0.88	210	1	4355863
F1288	101.0233	35.26	32.11	39.06	410	6382995	1.0	0.87	14	1	6361022
F1292	169.045	838.84	830.16	879.41	1831	196059104	1.0	0.92	144	1	196211104
F1293	195.0702	290.21	286.38	293.77	2533	2357106	1.0	0.89	244	1	2389699
F1294	195.0726	288.0	286.04	291.81	2534	4269040	1.0	0.81	441	1	4278582
F1295	195.0781	288.63	285.37	292.46	2535	32345149	1.0	0.96	3356	1	32368149
F1296	137.9928	843.36	833.67	873.43	1100	5375662	1.0	0.9	52	1	5497510
F1297	169.0468	40.02	38.74	43.85	1832	1953639	0.71	0.97	104	1	1963480
F1298	169.0468	47.01	45.11	49.23	1832	2062127	1.0	0.99	172	1	2057612
F1300	138.0492	43.54	40.99	45.74	1102	2682171	0.91	0.92	274	1	2692214
F1301	138.0492	50.83	47.01	53.36	1102	4082716	0.91	0.88	262	1	4084794
F1302	195.0874	288.94	285.02	292.79	2537	909392417	1.0	1.0	544	1	5097365564
F1304	169.0494	345.34	341.42	348.92	1833	12511401	1.0	0.98	70	1	12535401
F1305	195.0922	521.39	519.1	525.3	2538	2673054	1.0	0.98	285	1	2693062
F1306	195.0946	288.94	286.04	292.79	2539	27030987	1.0	0.89	4153	1	27052987
F1307	195.0968	289.26	285.37	293.11	2540	37458120	1.0	0.94	5432	1	37483120
F1308	138.055	37.15	33.68	40.99	1104	3618596	0.94	0.93	4	1	4087444
F1310	138.055	546.47	542.57	549.07	1104	5673729	1.0	0.89	7	1	6113228
F1311	138.055	550.7	549.07	554.19	1104	3209416	0.97	0.93	4	1	3526331
F1312	138.055	556.14	554.19	559.35	1104	2514406	0.93	0.84	3	1	2876280
F1314	101.0597	36.2	32.43	40.02	414	99379696	0.83	0.77	7	1	102199439
F1315	101.0597	47.64	45.43	51.46	414	40727002	0.73	0.8	3	1	42982797
F1316	169.0744	521.71	518.45	525.63	1839	1228497	1.0	0.97	118	1	1243143
F1317	138.066	206.66	202.75	210.64	1105	3387311	1.0	0.99	301	1	3412311
F1318	138.066	288.94	285.02	292.79	1105	20556215	1.0	0.98	2514	1	20581215
F1319	138.0836	33.37	32.11	34.94	1106	625594	1.0	0.98	126	1	638861
F1320	138.0836	289.89	286.04	293.77	1106	9784221	1.0	1.0	777	1	9838081
F1321	138.0851	258.24	254.51	262.31	1107	5354606	1.0	1.0	575	1	5387792
F1322	101.0791	120.82	116.73	124.9	416	30384389	1.0	0.92	110	1	30409389
F1323	195.099	289.26	285.37	293.11	2541	13749190	1.0	0.92	31	1	13774190
F1324	195.099	349.92	347.28	353.61	2541	3415669	0.8	0.86	3	1	3435669
F1325	195.099	378.42	374.75	382.39	2541	14700602	1.0	0.93	11	1	14724602
F1326	195.099	397.72	393.69	401.78	2541	5678037	0.85	0.86	5	1	5703037
F1330	169.0859	504.78	500.84	508.02	1842	4445788	1.0	0.96	4	1	5027593
F1331	195.1048	288.63	286.38	291.81	2542	3813548	1.0	0.98	511	1	3808262
F1332	195.1073	289.26	286.38	293.11	2543	2587452	1.0	0.99	300	1	2616761
F1333	195.1086	521.06	520.07	522.03	2544	458808	1.0	0.85	71	1	528901
F1334	169.0906	99.53	95.74	98.59	1844	9882479	0.78	0.99	69	1	4778054
F1335	169.0906	102.37	101.11	106.17	1844	15104182	0.77	0.86	78	1	9888883
F1336	195.1097	288.94	286.04	292.79	2545	1257356	1.0	0.9	124	1	1291238
F1337	138.1123	290.53	286.71	294.43	1111	142375252	1.0	0.96	192	1	142400252
F1338	138.1123	379.08	376.09	383.06	1111	4541002	0.8	1.0	14	1	4563002
F1339	169.0932	64.1	60.33	67.89	1845	1539032	1.0	0.82	115	1	1601292
F1340	195.1109	479.9	477.69	483.06	2546	1731414	1.0	0.77	138	1	1757659
F1341	195.1109	521.39	518.45	525.3	2546	3056638	1.0	0.95	291	1	3084504
F1342	169.097	55.88	53.04	59.7	1846	53762569	1.0	0.97	791	1	53784569
F1343	169.097	144.8	140.7	148.95	1846	31072102	0.92	0.96	70	1	31097102
F1345	169.0989	290.53	286.71	293.77	1847	1986529	1.0	0.99	174	1	2023854
F1346	138.1358	550.7	547.77	554.51	1112	1774762	1.0	0.98	51	1	1814689
F1347	195.1126	219.83	215.75	223.85	2547	159492033	1.0	0.95	280	1	159517033
F1357	169.101	637.4	633.93	640.55	1849	3255624	1.0	0.98	25	1	3264945
F1358	169.1038	99.22	95.4	100.79	1851	3338103	1.0	0.98	246	1	3369922
F1359	169.1038	102.05	100.79	105.85	1851	3150554	1.0	0.96	239	1	3224531
F1364	102.038	33.05	31.6	34.62	419	1519772	1.0	0.99	303	1	1538730
F1365	195.1158	289.26	286.04	291.17	2549	1035876	1.0	0.81	134	1	1047362
F1366	195.1174	379.41	376.43	383.06	2550	8502385	1.0	0.98	1005	1	8523385
F1367	138.9915	827.96	824.2	831.11	1115	7426431	0.77	0.94	23	1	7459305
F1368	169.1335	247.56	245.21	251.18	1854	1051843	0.77	1.0	107	1	1075746
F1369	139.0026	46.06	42.59	49.87	1117	2414083	1.0	0.96	131	1	2447827
F1371	195.1223	173.33	169.24	177.42	2552	78737026	1.0	0.93	1691	1	78762026
F1373	139.0278	828.27	826.08	832.07	1121	1613493	0.78	0.74	11	1	1689041
F1375	169.9659	841.75	829.53	902.48	1856	8361437	1.0	0.94	59	1	8588896
F1376	139.0365	51.46	48.59	54.62	1123	3150311	1.0	0.99	23	1	3189329
F1379	170.0197	40.99	37.78	43.85	1858	1127941	0.82	0.92	113	1	1145889
F1382	195.1378	483.06	479.27	487.02	2553	41757396	1.0	0.95	36	1	42290344
F1383	195.1378	495.57	493.6	499.53	2553	6068419	0.77	0.76	3	1	6473459
F1384	195.1378	539.64	535.72	543.55	2553	46353271	1.0	0.96	31	1	46886219
F1386	195.1378	639.61	636.77	643.07	2553	6085863	0.79	0.82	7	1	6533539
F1388	170.0211	230.7	226.74	234.69	1859	4161248	1.0	0.93	11	1	4197423
F1391	139.0389	480.21	477.03	484.03	1124	16538646	1.0	0.97	36	1	16588950
F1393	139.0389	521.06	517.81	524.65	1124	4865888	1.0	0.88	14	1	4914005
F1395	195.1489	257.22	254.17	261.29	2554	1371177	1.0	0.97	61	1	1392848
F1396	195.1489	527.25	523.34	531.15	2554	7747816	1.0	0.99	392	1	7785235
F1397	195.1489	535.07	532.46	538.99	2554	1692102	1.0	0.99	79	1	1722537
F1399	170.0468	229.05	225.78	233.04	1863	1625925	1.0	0.98	131	1	1649604
F1402	195.1742	569.05	565.17	572.87	2555	7825988	1.0	0.93	9	1	7937994
F1403	195.1742	598.08	594.23	601.26	2555	3489576	0.98	0.94	4	1	3575496
F1405	170.056	204.07	201.1	207.31	1866	3173313	0.74	0.91	239	1	3203148
F1406	195.5766	101.74	97.96	104.89	2556	1029668	1.0	0.8	119	1	1060082
F1407	139.0517	221.52	218.14	223.85	1126	994843	1.0	0.99	120	1	1012849
F1408	139.0545	836.27	832.39	839.49	1127	3786471	0.78	0.95	222	1	3853900
F1414	139.0697	288.94	286.38	291.81	1128	956706	1.0	0.99	130	1	979438
F1415	139.0729	157.22	153.08	161.36	1129	15122645	1.0	0.98	297	1	15147645
F1418	170.0811	46.69	42.91	50.19	1868	2976376	0.97	0.95	11	1	3015893
F1419	170.0811	56.51	54.62	60.33	1868	2719587	1.0	0.72	13	1	2758770
F1420	139.0914	290.53	286.71	294.43	1131	8324093	1.0	0.99	650	1	8392022
F1424	139.1154	290.85	287.03	294.76	1133	4385929	1.0	0.98	319	1	4436880
F1429	102.9476	848.51	835.6	926.98	424	13656946	1.0	0.85	52	1	13933090
F1430	196.0367	293.77	290.21	297.4	2561	1603338	0.75	1.0	155	1	1626349
F1431	102.9682	828.59	824.83	832.39	427	20252418	0.86	0.93	4	1	23172093
F1432	170.1003	55.88	53.36	59.7	1871	3960685	1.0	0.99	428	1	3985293
F1433	170.1003	144.8	140.7	148.95	1871	2041257	0.95	0.96	117	1	2068321
F1435	140.0018	828.27	824.51	832.07	1137	78829058	0.78	0.99	5	1	91449942
F1437	170.1031	104.26	102.68	108.15	1872	1662483	1.0	0.93	137	1	1691182
F1439	140.0369	68.54	64.73	72.5	1138	42633541	0.95	0.87	282	1	42658541
F1440	170.1082	202.42	198.42	206.34	1874	6017874	1.0	1.0	596	1	6042909
F1441	170.1082	290.85	287.03	294.76	1874	2732256	1.0	0.97	182	1	2779168
F1442	170.1162	100.16	96.38	103.94	1875	3208393	1.0	0.87	165	1	3211913
F1443	103.0066	827.96	824.51	831.75	431	178026840	0.78	0.94	12	1	178050840
F1445	196.057	827.33	823.57	831.11	2562	15346811	0.81	0.94	8	1	15471191
F1447	170.1173	44.8	40.99	48.59	1876	8354297	0.79	0.88	132	1	8350573
