,mz,Bile_Acid_STD_HILICpos
814,140.0536880493164,814
815,140.05500030517578,815
816,140.05692291259766,816
817,140.06822967529297,817
818,140.07064056396484,818
819,140.0819091796875,819
820,140.09317016601562,820
821,140.10712432861328,821
822,140.1183319091797,822
823,140.12640380859375,823
824,140.1434326171875,824
825,140.96170043945312,825
826,140.98407745361328,826
827,140.9858169555664,827
828,140.9873275756836,828
829,140.9911651611328,829
830,140.99574279785156,830
831,141.00528717041016,831
832,141.06591033935547,832
833,141.07709503173828,833
834,141.09114837646484,834
835,141.10230255126953,835
836,141.11346435546875,836
837,141.1386947631836,837
838,141.9131317138672,838
839,141.95471954345703,839
840,141.9585723876953,840
841,141.9834213256836,841
842,141.98904418945312,842
843,141.99377822875977,843
844,142.02987670898438,844
845,142.03508758544922,845
846,142.0864715576172,846
847,142.0975799560547,847
848,142.12279510498047,848
849,142.1340103149414,849
850,142.9386215209961,850
851,142.9481658935547,851
852,142.96199798583984,852
853,142.9840087890625,853
854,143.08161163330078,854
855,143.10680389404297,855
856,143.11800384521484,856
857,143.15438842773438,857
858,143.98094177246094,858
859,144.04791259765625,859
860,144.065673828125,860
861,144.07695770263672,861
862,144.08086013793945,862
863,144.10204315185547,863
864,144.11325073242188,864
865,144.13846588134766,865
866,144.14974212646484,866
867,144.7245635986328,867
868,144.72808074951172,868
869,144.92757415771484,869
870,144.94971466064453,870
871,144.95072174072266,871
872,144.9515495300293,872
873,144.97354125976562,873
874,144.97547149658203,874
875,144.9769287109375,875
876,144.9796600341797,876
877,144.9822235107422,877
878,144.98731231689453,878
879,144.98894882202148,879
880,144.9909210205078,880
881,144.99279022216797,881
882,144.99557876586914,882
883,145.0138702392578,883
884,145.01515197753906,884
885,145.06092834472656,885
886,145.0761489868164,886
887,145.0973358154297,887
888,145.10110473632812,888
889,145.10855102539062,889
890,145.1335906982422,890
891,145.1699981689453,891
892,145.96153259277344,892
893,145.979248046875,893
894,145.98052215576172,894
895,145.98555755615234,895
896,145.98870849609375,896
897,146.0189437866211,897
898,146.0602035522461,898
899,146.0813217163086,899
900,146.08567810058594,900
901,146.0870590209961,901
902,146.0925064086914,902
903,146.09649658203125,903
904,146.0993423461914,904
905,146.10060119628906,905
906,146.11766052246094,906
907,146.12886810302734,907
908,146.15402221679688,908
909,146.1605224609375,909
910,146.16265106201172,910
911,146.16526794433594,911
912,146.16780853271484,912
913,146.1732940673828,913
914,146.9734344482422,914
915,146.97533416748047,915
916,146.97687530517578,916
917,146.97779083251953,917
918,146.98037719726562,918
919,146.98372650146484,919
920,146.98558807373047,920
921,146.98724365234375,921
922,147.02222442626953,922
923,147.05531311035156,923
924,147.06525039672852,924
925,147.06661224365234,925
926,147.07649993896484,926
927,147.08815002441406,927
928,147.0894317626953,928
929,147.0917739868164,929
930,147.09577178955078,930
931,147.1128158569336,931
932,147.11688995361328,932
933,147.16861724853516,933
934,147.9775161743164,934
935,147.98372650146484,935
936,147.99816131591797,936
937,148.06051635742188,937
