id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	Bile_Acid_STD_HILICpos
F2320	244.1551	0.5	0.24	1.03	2274	1057597	0.95	0.82	13	1	1296780
F2321	244.1551	27.09	25.91	28.41	2274	3477992	1.0	0.98	14	1	3531676
F2323	244.1909	27.09	26.17	28.14	2275	11548878	1.0	0.98	1335	1	11564878
F2324	244.2384	2.47	1.95	3.52	2276	728324	1.0	0.93	112	1	726129
F2326	244.2749	2.47	1.95	3.52	2277	3148891	1.0	0.88	56	1	3182733
F2327	308.025	25.91	24.47	27.23	2769	5011893	1.0	0.99	508	1	5008311
F2334	339.228	250.88	249.31	252.46	2934	4411967	0.96	0.96	44	1	4467679
F2335	339.2681	157.1	155.78	158.54	2935	12432668	1.0	0.97	1056	1	12454668
F2338	339.2889	26.04	25.26	27.62	2936	1671212	1.0	0.91	160	1	1721223
F2339	308.1157	3.13	2.08	4.57	2772	4529000	1.0	0.81	11	1	4556136
F2342	308.201	57.59	56.01	59.17	2773	9611630	1.0	0.99	671	1	9668838
F2343	266.036	411.94	404.98	426.78	2468	12919385	1.0	0.82	156	1	13099816
F2348	245.0634	313.72	312.14	315.3	2282	9849945	0.96	0.98	19	1	9891839
F2349	308.2796	27.75	26.7	28.67	2776	3820536	1.0	1.0	454	1	3885667
F2351	340.2717	157.36	155.78	158.94	2940	3309352	1.0	1.0	239	1	3360104
F2352	340.9356	1.29	1.03	2.08	2941	29191447	1.0	0.71	6337	1	29200447
F2358	309.0598	411.81	411.15	412.73	2778	6884017	0.73	0.87	8	1	6899364
F2360	309.2046	57.72	56.15	59.3	2779	1829252	1.0	0.97	146	1	1839501
F2361	309.3017	2.47	1.95	3.65	2780	1063634	1.0	0.9	170	1	1091745
F2362	245.1358	195.69	194.12	197.27	2284	5572219	0.92	0.98	6	1	5655545
F2367	245.1943	27.23	26.31	27.88	2286	1165098	1.0	0.98	159	1	1178103
F2368	341.3051	25.39	24.47	26.96	2945	24228514	1.0	0.95	1286	1	24248514
F2370	245.2587	2.47	1.81	4.05	2288	2909364	1.0	0.94	417	1	2942983
F2371	341.3529	26.57	25.52	27.88	2946	3994582	1.0	0.99	442	1	4030856
F2372	245.9781	41.28	40.09	42.33	2289	3221705	0.81	0.93	14	1	3250820
F2373	245.9781	42.98	42.33	44.56	2289	4175986	0.83	0.81	15	1	4174983
F2374	341.9354	1.68	1.29	2.21	2947	15805947	1.0	0.8	474	1	15813947
F2392	310.1414	53.65	52.21	54.96	2787	2364254	0.79	0.97	201	1	2386263
F2393	310.1414	330.53	328.95	332.1	2787	8743439	0.96	0.96	450	1	8817207
F2394	266.1387	333.68	332.1	335.25	2470	4833228	1.0	0.96	109	1	4919502
F2395	342.1483	109.83	108.25	111.31	2949	8149905	0.89	0.97	409	1	8241896
F2396	342.3087	25.52	24.73	26.57	2950	4504902	1.0	0.98	618	1	4538794
F2398	246.1197	289.69	288.12	290.35	2291	6841296	0.72	0.77	106	1	6843179
F2400	342.9308	1.29	1.03	2.08	2952	242077555	1.0	0.78	52612	1	242086555
F2401	246.1344	0.63	0.11	1.16	2292	1850219	1.0	0.97	23	1	1859220
F2402	246.1449	284.83	283.26	286.28	2293	2927145	0.81	0.87	8	1	2935504
F2403	310.2741	25.26	24.47	26.83	2789	1666184	1.0	0.9	175	1	1696030
F2404	266.1728	27.49	26.44	28.28	2472	2234929	1.0	0.97	239	1	2249935
F2405	343.1978	304.27	302.69	305.84	2955	5238686	1.0	0.98	217	1	5290695
F2408	246.1708	2.6	2.08	3.26	2294	663197	1.0	0.95	118	1	673201
F2409	246.1708	27.75	26.31	28.28	2294	1144645	1.0	0.91	115	1	1160651
F2417	344.2071	26.44	25.91	27.75	2960	1001334	1.0	0.94	121	1	1016342
F2418	310.9149	362.83	359.81	364.8	2792	2603030	1.0	0.96	112	1	2654857
F2421	247.0144	362.57	361.12	364.14	2297	1821167	0.95	0.9	33	1	1897944
F2422	267.1239	29.85	29.06	31.3	2482	10024631	1.0	0.96	1087	1	10042631
F2424	267.1704	139.08	137.5	140.69	2485	14487264	1.0	1.0	914	1	14622482
F2425	247.0938	247.34	245.76	247.99	2299	2790537	0.73	0.91	11	1	2841183
F2426	247.0938	249.31	247.99	250.62	2299	4102263	0.76	0.89	14	1	4104971
F2433	311.3142	114.85	104.4	119.09	2797	4313607	1.0	0.82	17	1	4425649
F2434	248.0218	362.17	360.6	363.75	2305	7778911	1.0	0.99	562	1	7839760
F2435	248.0591	25.65	24.6	25.78	2307	3860826	0.86	0.76	1080	1	3870826
F2436	248.0591	26.31	26.17	27.09	2307	3239022	0.89	0.71	814	1	3247022
F2438	312.3263	26.57	25.78	27.75	2800	1598759	1.0	0.98	178	1	1634672
F2439	248.078	299.41	297.83	300.98	2308	6598749	1.0	0.9	390	1	6678876
F2441	312.9431	1.55	1.03	1.95	2802	4793879	1.0	0.9	1053	1	4801879
F2444	268.1739	139.08	137.5	140.56	2496	1999879	1.0	0.99	126	1	2028930
F2445	248.1502	0.5	0.11	1.16	2312	1908398	1.0	0.92	383	1	1917403
F2447	346.1222	32.74	31.82	34.18	2972	1658875	1.0	0.98	167	1	1677884
F2448	346.1723	328.56	327.38	330.13	2973	3877827	0.81	0.86	183	1	3940122
F2449	249.0587	25.78	24.99	27.23	2314	992665	1.0	0.9	106	1	1010674
F2450	346.2224	26.83	26.04	27.88	2974	1219071	1.0	0.96	131	1	1279584
F2451	249.1082	298.36	296.78	299.93	2315	3853809	1.0	0.93	74	1	3912089
F2452	313.1622	30.11	29.46	31.3	2806	1067877	1.0	0.95	152	1	1174987
F2454	313.2737	25.52	24.6	27.09	2807	30440544	1.0	0.9	4057	1	30460544
F2455	313.2737	32.61	32.21	33.66	2807	963276	0.8	0.71	23	1	975276
F2456	313.3211	28.41	27.88	28.93	2808	514190	1.0	0.88	104	1	523194
F2457	346.9398	2.6	2.21	3.92	2976	1244720	0.83	0.79	84	1	1258726
F2459	249.1708	0.37	0.24	1.03	2318	1388041	1.0	0.74	244	1	1664381
F2462	314.2771	25.78	24.86	26.96	2813	3794149	1.0	0.93	485	1	3841239
F2463	347.0865	301.38	299.8	302.95	2979	5491018	1.0	0.96	415	1	5532460
F2464	347.0865	304.79	303.22	306.37	2979	4705837	1.0	0.94	293	1	4708516
F2465	249.9799	41.41	40.09	42.33	2321	4408309	0.91	0.92	25	1	4373823
F2466	249.9799	42.98	42.33	44.56	2321	5152814	0.82	0.77	23	1	5204093
F2469	269.0809	29.72	29.19	31.3	2504	2581442	1.0	0.98	349	1	2598449
F2470	269.1244	299.41	297.83	300.98	2506	4685179	1.0	0.96	183	1	4763446
F2471	269.1752	26.7	25.78	28.14	2507	1360335	1.0	0.84	107	1	1379344
F2472	315.0844	26.83	26.31	27.62	2817	621972	1.0	1.0	101	1	632976
F2475	347.9658	369.53	364.27	383.97	2982	12431891	1.0	0.87	20	1	12594838
F2476	315.1623	40.22	38.78	41.8	2820	5057250	1.0	1.0	439	1	5109286
F2477	269.9788	42.19	40.62	43.77	2514	9133703	1.0	0.97	617	1	9200628
F2486	250.1664	2.47	1.95	3.26	2325	706460	1.0	0.97	108	1	736244
F2487	250.1778	27.62	26.31	28.54	2326	4800219	1.0	0.99	488	1	4818225
F2488	270.3156	66.55	64.98	68.13	2518	109793321	1.0	0.98	152	1	109818321
F2490	270.9755	42.19	40.88	43.77	2519	4068410	1.0	0.92	283	1	4152426
F2493	271.1806	55.88	54.31	57.46	2522	6256793	1.0	0.99	413	1	6322667
F2496	271.319	66.68	65.11	68.26	2524	20336208	1.0	0.97	668	1	20361208
F2497	365.9556	42.19	40.62	43.51	3072	6728750	1.0	0.98	468	1	6796301
F2498	272.15	0.5	0.11	1.03	2525	1128965	1.0	0.88	227	1	1136967
F2500	367.2452	28.67	27.75	30.25	3075	6401510	1.0	0.93	562	1	6440652
F2503	272.2222	26.83	25.78	27.88	2527	1690500	1.0	0.95	169	1	1726580
F2504	272.3061	2.47	1.95	3.65	2528	1295240	1.0	0.88	86	1	1272763
F2505	272.3225	66.68	65.11	68.26	2529	1510406	1.0	0.91	102	1	1567509
F2506	273.0913	27.36	26.31	28.14	2530	1823075	1.0	0.99	246	1	1838080
F2507	273.1083	251.54	249.96	253.12	2531	4075800	0.96	0.95	10	1	4112806
F2521	273.1673	42.72	41.8	43.24	2532	1177416	1.0	0.91	14	1	1164031
F2522	369.2392	28.01	26.96	28.54	3081	2795422	1.0	0.99	492	1	2808427
F2523	432.3109	157.36	155.78	158.94	3314	138835419	1.0	0.98	11298	1	138860419
F2524	369.945	41.67	40.22	42.33	3082	4525046	0.97	0.97	56	1	4722318
F2525	369.945	42.85	42.33	44.43	3082	5817045	0.97	0.75	56	1	5827598
F2526	432.8217	1.29	0.63	1.68	3315	14003167	1.0	0.95	4044	1	14012167
F2527	432.8591	362.17	360.6	363.75	3316	3704903	1.0	0.85	176	1	3743052
F2532	369.965	3.26	2.34	4.83	3085	4383100	1.0	0.86	66	1	4402086
F2533	369.9726	369.79	368.21	371.36	3086	2629684	1.0	0.93	148	1	2681531
F2534	274.0923	296.91	295.34	297.83	2535	1520018	0.77	0.84	13	1	1537115
F2535	370.9623	3.78	2.47	5.39	3088	5217844	0.84	0.71	154	1	5240844
F2536	274.1033	344.84	339.59	353.51	2536	4794889	0.98	0.78	26	1	4916261
F2537	433.2415	28.67	27.09	30.25	3319	917074533	1.0	0.98	37532	1	917099533
F2538	433.3142	157.36	155.78	158.94	3320	39685425	1.0	0.98	3204	1	39710425
F2539	433.8192	1.29	0.5	1.81	3321	56428780	1.0	0.83	11683	1	56439780
F2540	371.1013	26.17	24.6	27.75	3090	54006818	1.0	0.98	5590	1	54031818
F2541	371.3154	0.5	0.11	1.29	3091	58844841	1.0	0.99	15667	1	58854841
F2546	274.1657	0.63	0.11	1.16	2540	1385353	1.0	0.88	222	1	1394355
F2547	274.1657	28.14	26.57	28.67	2540	2389417	1.0	0.87	311	1	2427488
F2548	434.1817	26.7	26.04	27.88	3324	2312402	1.0	0.95	307	1	2327409
F2549	372.1015	25.91	24.86	26.96	3093	14588479	1.0	0.98	1735	1	14605479
F2550	434.244	28.67	27.36	30.25	3325	150162533	1.0	0.98	15201	1	150185533
F2551	372.2325	32.48	31.56	34.05	3094	1363928	1.0	0.91	167	1	1394632
F2552	274.2017	26.96	25.91	27.75	2541	1373989	1.0	0.96	144	1	1388995
F2553	434.3172	157.36	155.78	158.94	3326	6317466	1.0	1.0	476	1	6374734
F2554	435.246	28.54	27.88	29.33	3328	14417640	1.0	0.71	1789	1	14429640
F2556	437.1934	28.67	27.09	30.25	3332	998536850	1.0	0.99	32439	1	2102234898
F2561	350.3267	27.36	26.44	28.28	2995	1661115	1.0	0.99	191	1	1676121
F2562	438.1968	28.41	26.83	29.98	3335	543703066	1.0	0.96	52394	1	543728066
F2569	274.9767	362.17	359.55	365.06	2546	3354199	1.0	0.83	107	1	3407817
F2571	275.0147	41.67	40.22	42.98	2548	2683019	0.88	0.88	61	1	2705029
F2572	351.3119	163.31	161.73	164.89	2998	9791952	0.71	0.93	7	1	9890489
F2574	438.3789	28.14	26.7	28.54	3336	983934	0.91	0.85	25	1	1066098
F2575	351.9413	362.17	360.6	363.75	2999	7643325	0.96	0.93	376	1	7718099
F2576	352.1003	301.77	300.2	303.35	3001	2183355	1.0	0.87	92	1	2244387
F2578	352.1481	271.05	269.47	272.62	3002	2597320	0.93	0.92	39	1	2619765
F2580	275.1311	56.93	55.36	58.51	2550	4197384	1.0	0.97	258	1	4222278
F2581	276.1226	26.57	25.52	27.88	2554	11172964	1.0	0.96	99	1	11191964
F2582	352.3054	28.41	27.36	29.06	3004	2710443	1.0	0.97	341	1	2797778
F2583	439.1996	28.41	26.96	29.98	3340	88958857	1.0	0.93	9413	1	88982857
F2584	276.1806	27.62	26.17	28.28	2555	1171378	1.0	0.93	131	1	1214388
F2586	276.1959	362.04	360.47	363.62	2556	3117682	0.88	0.88	87	1	3187331
F2588	440.3583	30.11	29.59	31.56	3345	1660488	1.0	0.85	219	1	1676493
F2589	440.4098	26.31	25.26	27.62	3346	1296054	1.0	0.96	125	1	1331091
F2590	441.2976	0.76	0.24	1.29	3347	59944529	1.0	0.96	4938	1	59953529
F2599	277.0153	42.19	40.62	43.77	2558	6126836	0.9	0.84	18	1	6137761
F2600	443.2063	27.23	26.31	27.75	3350	813563	1.0	0.92	110	1	859267
F2601	443.2331	46.13	44.56	47.58	3351	4346135	1.0	0.99	345	1	4412572
F2602	443.2773	33.0	31.56	34.32	3352	1416022	1.0	0.96	136	1	1444487
F2605	444.3798	27.36	26.7	28.01	3355	18044181	1.0	0.93	2684	1	18055181
F2606	277.1216	217.14	136.19	221.08	2561	43848115	1.0	0.77	12	1	28370208
F2607	277.1216	234.47	221.08	254.03	2561	16194904	1.0	0.88	12	1	16456562
F2608	373.098	25.91	24.73	27.23	3097	8611278	1.0	0.99	901	1	8633066
F2609	353.2224	27.23	26.57	28.54	3011	3504738	1.0	0.91	380	1	3520745
F2610	353.2661	28.01	27.23	28.8	3012	22441933	1.0	0.88	4528	1	22454933
F2611	277.1281	26.83	26.04	28.01	2562	3308281	1.0	0.98	389	1	3324286
F2612	445.233	29.33	28.41	30.9	3358	24370173	1.0	0.93	2414	1	24390173
F2613	445.3836	27.36	26.17	28.28	3359	4856514	1.0	1.0	629	1	4873520
F2615	446.1208	25.91	24.6	27.36	3360	4508416	1.0	0.99	502	1	4541548
F2616	446.2538	28.67	27.09	30.25	3361	520466312	1.0	0.92	8270	1	520491312
F2620	447.2571	28.67	27.09	30.25	3363	138661739	1.0	0.91	13375	1	138686739
F2623	353.9932	465.91	429.27	481.14	3018	74432419	0.74	0.8	3	1	43771463
F2628	354.3369	27.49	26.31	28.41	3020	3320538	1.0	1.0	396	1	3381397
F2629	448.2544	26.44	25.78	27.49	3366	1229499	1.0	0.98	160	1	1243505
F2630	448.26	29.19	27.88	29.85	3367	19818546	1.0	0.73	2642	1	19834546
F2631	448.26	30.11	29.85	31.56	3367	3753305	1.0	0.76	888	1	3767305
F2632	354.9542	3.39	2.21	4.44	3022	803687	1.0	0.87	103	1	816031
F2633	355.0699	26.04	24.6	27.62	3024	32289036	1.0	0.98	3415	1	32313036
F2638	355.2838	28.41	27.23	29.33	3025	8570749	1.0	0.84	1305	1	8587749
F2639	449.2777	329.74	324.09	333.81	3370	4997067	1.0	0.96	116	1	5082160
F2640	449.3376	157.49	156.31	159.07	3371	1626377	1.0	0.95	156	1	1633206
F2641	355.9339	2.21	1.68	2.86	3027	1127639	1.0	0.96	227	1	1137641
F2643	356.0699	25.78	24.6	27.36	3030	8544527	1.0	0.98	836	1	8595227
F2645	450.2046	26.57	25.65	28.01	3373	6455103	1.0	0.98	720	1	6474112
F2646	450.3214	157.36	155.78	158.94	3374	110435017	1.0	0.99	8707	1	110460017
F2647	450.3577	0.63	0.11	0.9	3375	18952308	1.0	0.93	5981	1	18959308
F2649	450.3792	32.21	31.3	33.66	3376	1126273	1.0	0.92	124	1	1145282
F2650	356.8965	361.12	359.55	361.91	3032	3936738	1.0	0.95	347	1	3971227
F2651	356.8965	363.49	361.91	365.06	3032	6725267	1.0	0.93	361	1	6802237
F2653	451.3248	157.36	155.78	158.94	3379	30943721	1.0	0.99	2417	1	30968721
F2654	357.0665	25.78	24.73	27.09	3036	3696495	1.0	0.96	423	1	3751679
F2655	452.1754	288.25	286.67	289.82	3381	1515059	1.0	0.92	121	1	1531592
F2656	452.2013	26.83	26.17	27.49	3383	894524	1.0	0.93	139	1	936191
F2658	278.1476	0.76	0.24	1.16	2573	81066222	1.0	0.96	24759	1	81074222
F2659	374.0984	25.78	25.12	26.83	3102	1224781	1.0	0.9	154	1	1238789
F2660	278.1904	41.01	39.44	42.59	2574	11845674	1.0	0.98	893	1	11956731
F2661	452.3275	157.36	155.78	158.8	3385	4655574	1.0	0.98	363	1	4697334
F2662	358.2377	27.49	26.7	28.67	3041	5686658	1.0	0.94	697	1	5702667
F2663	452.3947	0.37	0.11	1.16	3386	52354049	1.0	0.87	16355	1	52363049
F2664	358.8919	361.25	359.68	361.91	3042	1926806	1.0	0.97	162	1	1977471
F2665	358.8919	363.22	361.91	364.8	3042	2947827	1.0	0.9	162	1	2982189
F2666	453.1675	28.8	27.23	30.38	3387	1045895566	1.0	0.99	12534	1	1796269296
F2668	453.2537	27.62	26.7	28.14	3388	982171	1.0	0.92	155	1	994175
F2669	358.9471	3.13	2.21	4.7	3043	3014027	1.0	0.92	256	1	3017767
F2670	278.6492	0.9	0.24	1.16	2578	24984188	1.0	0.89	6951	1	24992188
F2671	454.1708	28.41	26.83	29.98	3389	467027162	1.0	0.94	26238	1	467052162
F2675	455.2906	31.43	30.38	33.0	3392	8226007	1.0	0.98	776	1	8275139
F2676	455.3268	157.36	155.78	158.94	3393	1815114	1.0	0.96	152	1	1847138
F2677	455.3344	32.21	30.9	33.66	3394	3833302	1.0	0.99	388	1	3883491
F2678	376.2332	27.09	25.91	28.01	3110	1967320	1.0	0.97	184	1	2015183
F2679	376.3183	27.88	26.83	28.54	3111	2285796	1.0	0.96	250	1	2299802
F2681	455.966	27.49	26.31	28.14	3395	907458	0.75	0.87	8	1	947421
F2682	456.1679	28.54	27.49	29.98	3396	28874203	1.0	0.9	2574	1	28894203
F2683	376.3416	28.14	27.09	28.67	3112	1585305	1.0	0.94	268	1	1598311
F2686	456.2942	31.43	30.38	33.0	3397	1291960	1.0	0.84	116	1	1312969
F2687	359.2417	27.36	26.57	27.88	3048	924634	1.0	0.99	162	1	935639
F2689	359.316	28.01	27.62	28.41	3049	1005784	0.75	0.77	311	1	1012784
F2690	457.2224	26.83	26.04	28.14	3400	6540649	1.0	0.98	733	1	6557656
F2691	457.2722	0.76	0.24	1.29	3402	10239595	1.0	0.96	547	1	10248595
F2692	360.1626	320.81	319.24	322.39	3052	3467724	0.93	0.93	36	1	3496698
F2694	458.4206	26.7	26.04	27.49	3405	2137776	1.0	0.99	327	1	2194859
F2695	540.4472	0.37	0.11	1.16	3551	38501924	1.0	0.89	11000	1	38510924
F2696	360.2384	26.83	25.65	27.75	3053	1260036	1.0	0.97	146	1	1277042
F2698	360.3233	27.49	26.7	28.14	3054	1892170	1.0	0.98	279	1	1904173
F2699	459.2485	29.19	27.62	30.77	3407	18633142	1.0	0.93	1662	1	18658142
F2700	540.8546	2.73	2.21	4.31	3552	2373404	1.0	0.76	321	1	2409911
F2702	377.3255	27.75	27.09	28.28	3115	1064327	1.0	0.99	193	1	1074330
F2703	459.3027	0.76	0.24	1.16	3408	2532307	1.0	0.97	7	1	2734701
F2706	378.2125	26.44	25.39	28.01	3117	3157734	1.0	0.97	313	1	3178742
F2707	460.2694	28.93	27.36	30.51	3409	619302264	1.0	0.99	8942	1	619327264
F2708	361.3325	2.34	1.95	3.26	3058	984601	1.0	0.97	171	1	1013286
F2709	461.2728	29.33	27.75	30.9	3410	177205692	1.0	0.98	15958	1	177230692
F2712	462.275	29.33	28.14	30.9	3411	28090954	1.0	0.92	2461	1	28112954
F2713	463.131	26.17	25.26	27.62	3412	4129056	1.0	0.99	451	1	4156393
F2714	463.2779	29.06	28.14	30.38	3413	3026394	1.0	0.92	304	1	3044403
F2715	464.3734	0.76	0.11	1.95	3414	324826877	1.0	0.98	347565	1	3128159123
F2717	465.3767	0.76	0.11	1.95	3417	332229682	1.0	0.98	109300	1	984712255
F2718	466.3796	0.5	0.11	1.16	3418	163269570	1.0	0.95	42452	1	163278570
F2719	467.348	157.62	156.05	159.2	3419	88991060	1.0	0.99	6760	1	89016060
F2720	468.3513	157.36	155.78	158.94	3420	24871513	1.0	0.98	1870	1	24896513
F2721	378.9544	349.83	310.31	352.46	3121	14649287	0.74	0.88	4	1	14984631
F2722	378.9544	355.48	352.46	363.35	3121	20074019	0.75	0.74	4	1	5565556
F2723	468.3895	0.5	0.11	1.29	3421	69518264	1.0	0.99	17579	1	69528264
F2724	469.1056	363.75	362.57	365.32	3422	1420055	1.0	0.83	120	1	1453290
F2726	469.3542	157.36	155.92	158.94	3423	3889092	1.0	0.99	302	1	3935280
F2727	469.3922	0.5	0.11	1.03	3424	18215522	1.0	0.95	4708	1	18223522
F2728	472.2486	28.01	26.96	28.93	3426	10660348	0.92	0.8	1056	1	10676348
F2729	472.3033	157.36	155.78	158.94	3427	96231334	1.0	0.97	8006	1	96256334
F2730	379.1519	27.09	26.17	27.88	3123	846212	1.0	0.98	101	1	860216
F2732	379.2227	99.15	97.58	100.73	3124	6703551	0.89	0.98	323	1	6740762
F2736	380.1428	282.6	262.87	286.67	3125	10617654	1.0	0.77	109	1	10809096
F2737	473.2648	28.8	27.23	30.38	3430	1246932388	1.0	0.99	3731	1	3534366871
F2738	380.2275	27.62	26.7	28.28	3126	1160780	1.0	0.99	162	1	1173785
F2740	544.5471	265.79	260.77	275.64	3557	5708133	1.0	0.82	14	1	5832899
F2741	380.3369	0.5	0.11	1.16	3127	33381960	1.0	0.91	8624	1	33390960
F2742	473.3066	28.93	27.62	29.46	3432	17740689	1.0	0.76	1965	1	17755689
F2744	473.3066	157.1	155.52	158.67	3432	27269587	1.0	0.97	2259	1	27294587
F2745	474.2494	26.83	26.17	27.75	3433	5107141	1.0	0.96	785	1	5214800
F2746	474.2681	28.93	27.36	30.51	3434	1033383392	1.0	0.95	4848	1	1033408392
F2747	381.2977	26.04	24.99	26.96	3129	7426436	0.97	0.92	819	1	7442436
F2748	381.2977	28.01	26.96	29.46	3129	71422659	1.0	0.94	14655	1	71442659
F2749	474.3085	28.54	27.75	28.8	3435	1764033	1.0	0.91	294	1	2001128
F2750	474.3085	157.36	155.78	158.94	3435	4239527	1.0	0.98	341	1	4278174
F2751	382.0445	25.39	24.47	26.96	3130	2157167	1.0	0.89	221	1	2195631
F2752	475.2524	26.57	26.04	27.88	3437	1743742	1.0	0.96	203	1	1758749
F2753	382.3034	26.44	24.86	27.09	3133	1171606	1.0	0.93	120	1	1195063
F2754	475.2709	28.93	27.36	30.51	3438	177969785	1.0	0.94	13957	1	177994785
F2755	546.8806	2.73	2.21	4.05	3559	2327142	1.0	0.94	276	1	2341298
F2756	475.2978	29.72	29.19	30.64	3439	1251234	1.0	0.99	170	1	1263239
F2757	476.2119	130.9	98.76	162.52	3440	31292021	1.0	0.93	40	1	31778753
F2758	476.274	28.41	27.49	29.98	3441	21028279	1.0	0.82	2161	1	21048279
F2759	547.2675	157.36	155.78	158.94	3561	1920710	1.0	0.96	134	1	1951430
F2761	361.9711	27.62	26.04	29.19	3059	14536095	0.73	0.95	9	1	15552281
F2762	361.9711	32.21	30.64	33.79	3059	10535207	0.78	0.96	8	1	11740433
F2766	362.2173	26.57	25.65	28.14	3060	2367197	1.0	0.82	230	1	2387204
F2767	383.1526	27.23	26.44	28.14	3139	2368727	1.0	0.97	319	1	2425499
F2768	362.3034	27.23	26.57	28.14	3061	767509	1.0	0.92	103	1	780514
F2769	476.3589	26.7	25.52	27.49	3443	2729046	1.0	0.92	269	1	2745052
F2771	548.3009	26.04	24.86	27.62	3563	24571213	1.0	0.98	2650	1	24593213
F2772	549.3044	26.17	24.73	27.49	3564	6578742	1.0	0.95	662	1	6612926
F2774	477.3689	2.73	2.08	3.65	3445	2415148	1.0	0.82	302	1	2428148
F2775	549.8909	2.73	2.21	4.18	3565	4469015	1.0	0.85	351	1	4507978
F2776	478.3894	0.5	0.11	1.16	3446	19214050	1.0	0.96	4710	1	19223050
F2777	550.8739	2.73	2.21	4.31	3566	2736934	1.0	0.83	376	1	2733373
F2780	385.9188	42.06	40.49	42.72	3143	1954985	1.0	0.86	186	1	1972991
F2781	385.9188	43.38	42.72	44.43	3143	977489	1.0	0.71	148	1	991494
F2782	551.3291	25.52	24.47	26.83	3568	1302768	1.0	0.93	134	1	1321776
F2783	551.5038	25.52	24.73	26.57	3569	17211461	1.0	0.93	2516	1	17226461
F2785	552.2442	157.23	155.65	158.8	3571	3483697	1.0	0.98	222	1	3518846
F2786	552.5068	25.52	24.73	26.96	3572	6567618	1.0	0.97	835	1	6585625
F2787	480.1575	26.17	25.26	27.75	3450	5699288	1.0	0.99	667	1	5719296
F2788	480.2135	27.09	26.57	27.88	3451	677671	1.0	0.99	116	1	688675
F2789	481.314	26.44	25.39	27.75	3453	4411055	1.0	0.99	449	1	4430061
F2790	481.3636	157.36	155.92	158.94	3454	2220148	1.0	0.97	205	1	2281835
F2791	363.9667	27.75	26.44	28.67	3065	3717267	0.79	0.9	12	1	3792818
F2792	363.9667	32.21	30.9	33.79	3065	4090192	0.79	0.96	13	1	4156808
F2795	484.2543	26.17	25.39	27.23	3456	10673511	1.0	0.94	1267	1	10688511
F2796	485.2582	26.04	25.12	27.36	3457	2379682	1.0	0.94	263	1	2397688
F2798	487.2805	29.06	28.93	29.72	3458	1035027	1.0	0.72	192	1	1314198
F2799	488.2648	27.09	26.17	27.88	3459	764291	1.0	0.93	108	1	730490
F2800	488.2648	29.46	28.14	30.9	3459	2730294	1.0	0.85	255	1	2712019
F2801	488.2774	157.36	155.78	158.94	3460	34410341	1.0	0.98	2914	1	34435341
F2802	488.3007	29.33	28.54	30.64	3461	49825758	1.0	0.78	5690	1	49842758
F2804	489.2806	157.36	155.78	158.94	3465	9639391	1.0	0.99	749	1	9693862
F2805	385.9711	27.75	26.17	29.19	3144	15160868	0.83	0.88	7	1	16386378
F2806	385.9711	32.21	30.77	33.79	3144	11062423	0.81	0.97	6	1	12271917
F2815	364.2329	26.96	26.04	28.01	3068	1282300	1.0	0.96	126	1	1340601
F2816	489.3042	29.59	28.14	31.16	3466	16741521	1.0	0.82	1824	1	16765521
F2817	386.2095	26.7	25.91	27.36	3145	872703	1.0	0.99	135	1	900777
F2818	364.3422	0.37	0.11	1.03	3069	31518770	1.0	0.94	9199	1	31526770
F2819	491.231	26.7	25.52	28.01	3467	6211625	1.0	1.0	669	1	6250681
F2820	386.3267	27.09	26.04	27.75	3146	1463870	1.0	0.99	206	1	1552838
F2821	364.7973	1.29	0.63	1.68	3070	7961202	1.0	0.84	2060	1	7970202
F2822	491.2927	25.12	24.21	26.57	3468	1981501	1.0	0.88	210	1	2000638
F2823	492.4048	0.63	0.11	1.55	3469	210469514	1.0	0.95	49202	1	442824032
F2824	494.2853	157.36	155.78	158.94	3470	37585047	1.0	0.96	2626	1	37610047
F2825	495.2885	157.36	155.78	158.94	3471	10737747	1.0	0.99	672	1	10855638
F2826	495.3791	157.36	155.92	158.94	3472	1352505	1.0	0.94	153	1	1390065
F2828	386.956	28.01	26.57	28.93	3147	3320723	1.0	0.93	8	1	3398373
F2829	386.956	32.21	30.64	33.66	3147	2322789	1.0	0.96	6	1	2380743
F2834	553.5103	25.52	24.73	26.17	3575	907992	1.0	0.93	146	1	937885
F2835	496.4207	0.37	0.11	1.16	3475	51144485	1.0	0.85	15680	1	51153485
F2836	497.2643	29.33	28.28	30.9	3477	6018403	1.0	0.97	600	1	6075894
F2839	499.8763	362.17	360.73	363.75	3479	2563764	1.0	0.98	184	1	2587772
F2840	500.874	362.04	360.86	363.62	3480	1580924	1.0	0.98	123	1	1616630
F2841	637.3055	25.78	24.73	26.7	3791	114708695	1.0	0.97	14693	1	114724695
F2842	501.2608	27.23	26.31	27.75	3482	814717	1.0	0.95	115	1	826721
F2843	638.3089	25.78	24.73	27.36	3792	43785423	1.0	0.97	5361	1	43806423
F2845	502.2797	29.19	27.62	30.77	3484	10492563	1.0	0.99	749	1	10502367
F2846	554.1762	26.17	25.65	27.36	3578	24019021	0.86	0.82	3531	1	24033021
F2847	503.1077	25.65	24.6	26.96	3485	2847130	1.0	0.99	309	1	2866137
