id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	214
F1	70.0126	33.05	111702		singleton	31.6	34.94	2	1867310	1.0	0.98	40	1	1888151
F2	70.36	558.38	111703		singleton	554.51	562.26	3	5768975	1.0	0.98	374	1	5795197
F3	70.3611	558.71	111704		singleton	554.83	562.26	4	16668567	1.0	0.97	1139	1	16692567
F4	70.4715	558.71	111705		singleton	554.83	561.61	5	1380700	1.0	0.98	105	1	1409065
F5	70.4726	558.71	111706		singleton	554.83	562.58	6	4553840	1.0	0.99	332	1	4610288
F8	71.0487	480.53	111709		singleton	477.69	483.06	13	2186738	1.0	0.97	264	1	2221870
F11	71.0849	717.22	111710		singleton	714.71	720.98	21	1720708	0.94	0.83	98	1	1712936
F12	71.4756	508.34	111711		singleton	504.45	512.26	24	2417324	1.0	0.99	159	1	2448624
F13	71.9877	825.45	111712		singleton	821.7	826.7	28	3508590	0.97	0.97	13	1	3460655
F14	71.9877	828.27	111713		singleton	826.7	832.07	28	4271972	1.0	0.87	16	1	4316095
F15	72.0808	33.05	_singleton_2586	C4H9N	singleton	31.6	35.57	29	3105198	1.0	0.88	62	1	3137218
F16	72.0808	37.15	2587	C4H9N	singleton	35.57	40.66	29	1871240	0.74	0.87	18	1	1903069
F18	73.0107	53.99	2592	C3H4S	singleton	50.19	57.79	35	2372036	1.0	0.96	173	1	2410546
F31	73.2734	44.48	111720		singleton	41.63	48.28	40	2665086	0.89	0.81	181	1	2695101
F32	130.9919	828.9	2599	C3H4AlO4	singleton	825.45	832.71	898	2558716	1.0	0.84	19	1	2566309
F35	162.0645	53.04	kp1_161.0575		M0,M+H+	50.83	56.83	1601	52738979	1.0	0.85	4518	1	52758979
F36	162.0674	52.73	2602	C10H10O2	singleton	51.46	56.51	1602	19297799	1.0	0.78	1689	1	19314799
F37	162.0693	53.67	2603	C5H8N2OS	singleton	50.19	57.47	1603	9236594	1.0	0.87	706	1	9248380
F38	162.0714	54.93	_singleton_2604	C7H14O2S	singleton	51.15	58.75	1604	5776811	1.0	0.86	459	1	5821727
F39	162.0734	53.67	2606	C4H7F3O2	singleton	50.83	57.47	1605	4453873	1.0	0.91	392	1	4572780
F41	162.076	38.1	kp1853_161.0685		M0,M+H+	34.31	41.95	1606	5409738	1.0	0.82	336	1	5490932
F42	162.076	55.25	2608	C6H9NO3	singleton	53.67	58.75	1606	1669888	0.89	0.91	218	1	1768377
F43	162.0773	53.67	2609	C7H4N4	singleton	51.15	57.47	1607	1583834	1.0	0.86	198	1	1630648
F44	162.0793	55.25	_singleton_2610	C9H10N2O	singleton	52.73	56.83	1608	1457925	1.0	0.79	220	1	1572654
F45	162.0876	52.73	2613	C5H8N2O3	singleton	50.83	53.99	1612	926360	1.0	0.97	170	1	941788
F46	162.0903	54.3	2614	C8H10N4	singleton	53.04	56.83	1613	1080403	1.0	0.96	191	1	1087161
F47	162.095	53.36	_singleton_2615	C7H12OS	singleton	52.1	54.3	1615	503238	1.0	0.94	101	1	505874
F71	186.1852	564.52	kp2_185.1779		M0,M+H+	560.64	568.41	2288	11050731	1.0	0.97	47	1	11075731
F100	163.0164	825.77	_singleton_2640	C6H5ClO2	singleton	822.95	827.33	1635	1874545	0.96	0.93	29	1	1697574
F101	163.0164	829.53	2641	C6H5ClO2	singleton	827.33	832.07	1635	2120928	1.0	0.93	33	1	2129453
F104	131.0015	827.96	kp3_129.9942		M0,M+H+	824.2	831.75	904	1717835810	0.83	0.99	7	1	4969170240
F109	186.9939	99.53	_singleton_2647	C3H2ClF5	singleton	98.27	100.48	2290	1019725	0.71	0.72	282	1	1027725
F110	186.9939	830.48	2648	C3H2ClF5	singleton	826.7	834.31	2290	34512682	0.83	0.91	583	1	34537682
F116	187.0034	837.88	2649	C8H5ClN2	singleton	826.08	893.11	2293	58703401	1.0	0.95	34	1	59780045
F120	187.0078	968.77	_singleton_2650	C8H2F2N2	singleton	837.23	973.49	2294	67081176	0.74	0.71	213	1	67491413
F122	75.0598	753.39	111754		singleton	723.18	795.28	109	15457319	1.0	0.86	138	1	15682695
F123	76.0216	48.91	_singleton_2652	C2H5NS	singleton	45.11	50.51	119	5869899	0.8	0.84	11	1	5876962
F124	76.0216	53.36	2653	C2H5NS	singleton	50.51	57.15	119	6963230	0.79	0.98	13	1	6967747
F145	187.0451	45.43	2674	C11H9NS	singleton	41.63	49.23	2298	2200836	1.0	0.94	150	1	2235715
F148	187.0626	347.28	2676	C11H9NO2	singleton	344.06	351.26	2303	6149217	1.0	0.99	588	1	6176977
F156	78.1731	655.36	111756		singleton	588.15	660.99	130	15762551	1.0	0.91	158	1	15978355
F157	78.1731	669.78	111757		singleton	660.99	675.72	130	20774667	1.0	0.8	160	1	5074427
F159	78.1731	800.0	111759		singleton	720.04	828.27	130	59171312	1.0	0.78	365	1	59547350
F160	187.0786	326.33	2685	C9H12OS	singleton	322.65	329.34	2306	1664267	1.0	1.0	173	1	1686778
F161	187.0952	191.94	2686	C8H12N4	singleton	187.88	194.68	2307	1498373	1.0	0.77	4	1	1522358
F164	187.1008	98.9	_singleton_2687	C7H11N3S	singleton	95.07	100.48	2308	5166101	1.0	0.97	58	1	5215629
F165	187.1008	103.0	2688	C7H11N3S	singleton	100.48	106.82	2308	6069800	1.0	0.99	62	1	6074444
F166	78.2846	802.21	111762		singleton	768.83	826.39	132	13778314	1.0	0.84	12	1	13979708
F167	187.1075	33.99	2689	C8H11NO3	singleton	31.6	37.47	2309	1542384	1.0	0.96	200	1	1548179
F170	131.0066	827.64	_singleton_2691	C2H5F2O2P	singleton	824.83	831.43	907	29548811	0.83	0.71	13	1	29570811
F171	187.1095	229.05	2695	C11H16O	singleton	227.4	232.04	2310	834119	1.0	0.99	121	1	850741
F172	187.1095	290.53	kp1854_186.1024		M0,M+H+	286.71	294.1	2310	3139616	1.0	0.97	241	1	3173993
F177	131.0081	830.8	2701	C4H3F3	singleton	830.16	834.63	908	4539276	0.79	0.82	54	1	4753014
F185	187.1117	591.99	_singleton_2710	C13H12	singleton	588.79	595.84	2311	8023193	0.77	0.88	4	1	8070130
F186	187.114	79.22	2715	C8H17N3S	singleton	75.18	83.24	2312	3229098	1.0	0.98	21	1	3273617
F187	163.0276	827.96	kp5_162.0203		M0,M+H+	824.2	831.75	1640	1746029758	0.86	0.98	8	1	4132086960
F188	187.1152	98.27	2716	C10H18OS	singleton	94.75	107.82	2313	6206082	1.0	0.89	238	1	6254359
F190	131.0096	599.03	111764		singleton	595.84	601.58	909	3991591	0.93	0.95	3	1	3981939
F197	131.0096	827.96	2753	C5H3FO3	M(C13)[1+]	827.02	830.48	909	2973694	0.91	0.87	5	1	3018581
F200	187.1328	378.42	kp1855_186.1251		M0,M+H+	374.41	382.39	2315	8565107	1.0	0.98	5	1	8901858
F226	187.148	525.63	_singleton_2745	C14H18	singleton	521.71	529.52	2316	5119600	0.98	0.96	5	1	5179161
F230	187.148	606.95	_singleton_2749	C14H18	singleton	603.48	610.12	2316	3223397	0.97	0.99	5	1	3212744
F233	187.148	709.35	2752	C14H18	singleton	705.57	713.14	2316	2497636	0.76	0.97	15	1	2530379
F240	131.0167	33.05	2757	C5H4OS	singleton	31.6	34.31	914	1492941	1.0	0.99	300	1	1501945
F245	79.0753	442.22	_singleton_2761	C3H8O	singleton	438.42	446.02	141	12006496	0.72	0.95	5	1	12120160
F254	79.574	575.71	111771		singleton	572.23	579.5	143	3372407	1.0	0.93	222	1	3408520
F255	188.0342	97.01	_singleton_2770	C10H5NO3	singleton	94.42	99.22	2326	883408	0.75	0.96	135	1	925094
F258	131.0338	61.59	_singleton_2773	C5H6O4	singleton	59.07	63.16	924	870126	1.0	0.95	7	1	914953
F261	188.0541	98.27	_singleton_2777	C6H7N5O	singleton	94.75	101.11	2330	3804143	1.0	0.91	146	1	3909490
F262	188.0541	102.68	_singleton_2778	C6H7N5O	singleton	101.11	106.49	2330	4066497	1.0	0.88	226	1	4025716
F263	188.0566	99.53	2782	C8H10S2	singleton	95.74	103.31	2331	9015113	1.0	0.77	582	1	9225208
F267	188.0616	99.53	kp7_187.0544		M0,M+H+	95.74	99.85	2333	28867496	0.96	0.84	2889	1	28881496
F269	131.0491	64.1	kp9_130.0418		M0,M+H+	60.33	67.89	926	124623847	0.95	0.91	1107	1	124648847
F270	131.0491	319.98	_singleton_2786	C9H6O	singleton	316.35	323.99	926	9290624	0.85	0.99	172	1	9314624
F272	188.0635	99.22	kp10_187.0563		M0,M+H+	96.06	101.11	2334	30038299	0.96	0.72	2660	1	30055299
F279	188.0705	101.74	kp12_187.0631		M0,M+H+	97.96	105.53	2336	2033307274	0.83	0.93	1845	1	9889660992
F281	131.0531	33.99	_singleton_2793	C6H10OS	singleton	31.6	34.94	927	1245541	1.0	0.97	19	1	1204756
F283	131.0531	40.99	_singleton_2794	C6H10OS	singleton	39.38	44.8	927	1952018	1.0	0.99	19	1	1972794
F285	80.9479	34.62	111772		singleton	31.6	36.2	147	1661048	1.0	0.97	56	1	1680127
F286	80.9479	37.47	111773		singleton	36.2	41.31	147	1528010	0.82	0.95	33	1	1543620
F287	80.9479	224.82	111774		singleton	221.18	228.72	147	1160286	0.71	0.93	4	1	1187795
F289	131.0683	98.27	2796	C4H9N3O2	singleton	94.42	100.48	928	10196986	0.89	0.91	507	1	10216986
F295	188.0787	101.74	kp15_187.0717		M0,M+H+	98.27	105.53	2339	61655069	0.85	0.72	3528	1	61679069
F296	188.0818	103.94	kp16_187.0746		M0,M+H+	93.41	109.52	2340	29130020	1.0	0.84	1224	1	29181020
F298	188.0843	98.9	_singleton_2797	C7H10N2OS	singleton	95.07	99.53	2341	4680597	0.97	0.99	463	1	5070267
F299	188.0843	101.42	_singleton_2798	C7H10N2OS	singleton	99.53	105.21	2341	8610439	0.96	0.91	570	1	8615647
F302	188.0893	96.7	2803	C6H9F3O2	singleton	94.75	98.27	2343	839062	0.79	0.86	110	1	764313
F305	163.0373	466.43	_singleton_2805	C7H8O3	singleton	463.09	470.05	1643	6569510	0.85	0.91	4	1	6591507
F311	131.0729	99.22	_singleton_2811	C9H9N	singleton	95.4	100.79	930	3888951	1.0	0.88	270	1	3925284
F312	131.0729	102.37	_singleton_2812	C9H9N	singleton	100.79	106.17	930	4027872	1.0	0.97	292	1	4092202
F313	131.0729	442.22	_singleton_2813	C9H9N	singleton	438.42	446.02	930	8695617	1.0	0.97	666	1	8740720
F320	188.0972	97.01	_singleton_2821	C12H12FN	singleton	94.42	98.59	2345	700254	0.74	0.88	101	1	772373
F321	188.0972	102.37	2822	C12H12FN	singleton	100.79	104.26	2345	1049320	0.75	0.71	119	1	1149421
F323	131.0854	397.04	_singleton_2823	C10H10	singleton	393.02	401.1	931	7030480	0.78	0.97	7	1	7320271
F325	131.0854	503.8	kp17_130.0782		M0,M+H+	499.86	507.7	931	34875362	1.0	0.96	33	1	35165153
F328	131.0916	737.97	111776		singleton	734.2	741.74	934	5299739	1.0	0.97	265	1	5365770
F329	188.1072	98.9	2826	C12H11N	singleton	97.33	100.48	2349	845998	1.0	0.99	144	1	849069
F334	131.1066	353.94	2830	C7H14O2	singleton	349.92	357.93	935	5040989	0.96	0.9	65	1	5102966
F340	163.0386	599.03	kp19_162.0314		M0,M+H+	595.2	601.26	1644	114639329	1.0	0.99	49	1	114721001
F341	163.0386	603.8	kp20_162.0314		M0,M+H+	601.26	607.26	1644	253980825	1.0	0.95	95	1	254062497
F343	188.991	830.48	_singleton_2836	C7H9BrO	singleton	826.7	832.07	2354	17528124	0.8	0.86	116	1	13125140
F344	188.991	832.71	2837	C7H9BrO	singleton	833.99	836.59	2354	9127883	0.83	0.84	98	1	4618193
F345	163.0428	829.22	_singleton_2838	C6H10O3S	singleton	828.27	831.75	1646	696038	1.0	0.94	65	1	692363
F359	163.0555	53.99	2851	C8H12S	singleton	51.15	57.79	1651	14064740	1.0	0.83	1324	1	14086740
F362	163.0582	53.67	kp21_162.0509		M0,M+H+	50.19	57.47	1653	38452662	1.0	0.89	1186	1	38476662
F374	132.0072	826.39	111777		singleton	823.57	827.96	943	1047493	0.81	0.94	54	1	1034416
F375	132.0072	829.53	111778		singleton	828.27	832.07	943	996921	0.81	0.81	54	1	983941
F377	163.0751	381.72	kp23_162.0679		M0,M+H+	377.77	385.67	1660	25505662	1.0	0.99	8	1	27502751
F380	163.0751	480.21	kp24_162.068		M0,M+H+	476.7	484.03	1660	18935554	1.0	0.98	8	1	20859808
F381	163.0751	512.26	_singleton_2860	C10H8O	singleton	508.67	516.18	1660	10633011	0.9	0.8	4	1	12473379
F383	163.0751	596.48	_singleton_2862	C10H8O	singleton	592.63	600.3	1660	11281853	0.97	0.96	5	1	13191857
F384	132.0398	182.17	2864	C3H2N2O3	singleton	178.1	186.2	944	2752755	1.0	0.94	181	1	2783699
F385	163.0868	59.07	_singleton_2611	C9H10N2O	singleton	55.25	60.65	1661	4832725	1.0	0.98	403	1	4801319
F386	163.0868	61.9	2612	C9H10N2O	singleton	60.65	65.67	1661	5438041	1.0	0.99	441	1	5524259
F391	132.0444	181.16	kp26_131.0371		M0,M+H+	177.08	184.86	945	361215754	0.83	0.97	45	1	361285332
F393	189.0783	347.61	_singleton_2866	C11H11NO2	singleton	344.06	351.6	2373	7374387	1.0	1.0	736	1	7407379
F394	132.0496	181.83	111779		singleton	178.1	185.87	948	2622073	1.0	0.83	182	1	2660682
F398	189.0853	98.27	_singleton_2868	C6H10N6	singleton	94.42	100.79	2376	1812059	1.0	0.76	143	1	1858657
F400	83.0855	35.89	_singleton_2872	C6H10	singleton	33.37	37.47	160	2568658	0.89	0.89	4	1	3108664
F401	83.0855	39.7	_singleton_2873	C6H10	singleton	37.47	43.54	160	4152471	0.76	0.83	3	1	4892723
F402	83.0855	523.01	_singleton_2874	C6H10	singleton	519.75	526.6	160	3307136	0.88	0.91	3	1	4100978
F404	83.0855	719.1	_singleton_2876	C6H10	singleton	715.65	722.87	160	3595774	0.72	0.96	5	1	4408788
F410	163.1116	443.15	_singleton_2882	C11H14O	singleton	439.71	446.99	1662	12824265	1.0	0.93	21	1	13111424
F417	132.0655	44.48	kp29_131.0582		M0,M+H+	41.95	47.96	957	88686599	1.0	0.8	48	1	88706599
F419	84.0444	37.78	_singleton_2886	C4H5NO	singleton	34.31	40.02	161	7968704	0.74	0.77	15	1	8095455
F421	84.0444	229.05	2888	C4H5NO	singleton	225.14	233.04	161	5702949	0.72	0.99	8	1	5886106
F423	189.0911	407.11	_singleton_2890	C12H12O2	singleton	403.12	409.74	2378	2565788	1.0	0.98	6	1	2589487
F426	189.1227	33.05	_singleton_2893	C8H16N2O3	singleton	31.09	35.89	2379	1132188	1.0	0.92	120	1	1147192
F427	189.1227	43.22	2894	C8H16N2O3	singleton	39.38	47.01	2379	2817106	1.0	0.86	48	1	2821699
F432	189.1272	495.57	_singleton_2903	C13H16O	singleton	491.97	499.53	2380	2891764	0.79	0.81	4	1	2915764
F433	189.1272	506.4	_singleton_2904	C13H16O	singleton	502.48	509.97	2380	7768549	1.0	0.97	17	1	7792549
F435	189.1272	573.51	kp30_188.12		M0,M+H+	570.0	576.97	2380	14085082	1.0	0.93	28	1	14108082
F442	163.1327	557.74	_singleton_2918	C8H16O2	singleton	553.87	561.61	1665	4164551	0.92	0.97	3	1	4671623
F443	163.1327	579.5	_singleton_2919	C8H16O2	singleton	575.71	583.01	1665	5335992	0.89	0.96	3	1	5896462
F446	132.0864	36.84	111781		singleton	35.57	39.06	967	752893	0.86	0.94	112	1	728744
F461	132.0906	37.15	111794		singleton	35.57	40.34	970	1042737	1.0	0.98	159	1	1120890
F463	189.1636	529.52	_singleton_2929	C14H20	singleton	525.63	533.44	2382	7054174	1.0	0.95	7	1	7078365
F464	189.1636	539.64	_singleton_2930	C14H20	singleton	535.72	543.55	2382	4327037	0.84	0.94	3	1	4335994
F468	189.1636	615.22	_singleton_2934	C14H20	singleton	612.03	617.44	2382	3312720	0.76	0.95	3	1	3365571
F469	189.1636	621.57	_singleton_2935	C14H20	singleton	617.76	625.07	2382	5120989	0.84	0.77	4	1	5128318
F470	189.1636	639.29	_singleton_2936	C14H20	singleton	637.09	643.07	2382	4175047	0.86	0.96	4	1	4132758
F471	189.1636	708.72	_singleton_2937	C14H20	singleton	704.94	712.19	2382	4655519	0.82	0.98	5	1	4700333
F472	189.1636	731.06	2938	C14H20	singleton	727.28	734.52	2382	3820562	0.72	0.76	3	1	3854892
F473	132.0966	33.68	_singleton_2939	C7H16S	singleton	32.43	35.26	972	28571554	1.0	0.83	4496	1	28581554
F474	132.0966	36.84	_singleton_2940	C7H16S	singleton	35.26	40.66	972	22931577	1.0	0.97	2429	1	22949577
F475	132.0977	33.37	111795		singleton	32.74	35.57	973	22034516	0.83	0.77	3915	1	22044516
F478	132.11	33.05	111797		singleton	31.6	35.26	978	5078603	1.0	0.9	704	1	5236606
F479	132.11	37.15	kp18_130.0994		13C/12C,M+H+	35.26	40.66	978	3965139	1.0	0.97	461	1	3957004
F480	132.1116	33.05	111798		singleton	31.6	35.57	979	3211156	1.0	0.91	441	1	3264223
F481	132.1116	37.15	111799		singleton	35.57	40.02	979	1670285	1.0	0.98	210	1	1757514
F490	163.148	726.96	_singleton_2950	C12H18	singleton	725.39	728.22	1666	4342740	0.71	0.88	4	1	4517160
F493	132.1144	33.37	_singleton_2963	C7H16O2	singleton	32.43	35.57	980	1022893	1.0	0.85	172	1	1142729
F494	132.1144	37.15	2964	C7H16O2	singleton	35.57	39.06	980	814645	1.0	0.96	138	1	871928
F496	132.1174	32.74	111801		singleton	31.6	34.94	982	1525062	1.0	0.8	204	1	1535776
F497	132.1174	36.52	111802		singleton	34.94	40.02	982	1591497	1.0	0.97	163	1	1642964
F498	132.1203	33.37	2965	C6H17NSi	singleton	32.74	37.15	983	1139220	1.0	0.73	160	1	1253620
F499	132.1233	33.05	111803		singleton	32.74	34.62	984	659732	1.0	0.71	123	1	616771
F500	132.1245	33.37	111804		singleton	32.11	34.94	985	621725	1.0	0.93	126	1	631729
F501	132.1245	37.15	111805		singleton	35.57	39.06	985	681790	1.0	0.97	105	1	693794
F522	190.0744	105.21	2978	C10H10N2O2	singleton	104.26	106.49	2393	700624	1.0	0.87	141	1	708627
F525	85.0285	34.31	_singleton_2979	C4H4O2	singleton	32.11	36.84	183	11021987	0.89	0.89	5	1	11071678
F530	190.0861	347.28	kp36_189.0789		M0,M+H+	343.41	351.26	2396	321256674	1.0	1.0	1995	1	321281674
F531	190.0861	382.39	kp1863_189.0787		M0,M+H+	378.75	385.67	2396	6197691	0.91	0.98	19	1	6219691
F537	190.0897	240.44	2986	C8H15NO2S	singleton	236.7	244.53	2397	10210745	1.0	0.99	1202	1	10234745
F538	85.0649	38.74	_singleton_2987	C5H6	singleton	34.94	42.59	186	21067417	0.76	0.95	3	1	22618183
F542	190.0947	347.61	_singleton_2991	C7H14N2O4	singleton	345.02	350.93	2399	1980636	1.0	0.99	204	1	1999645
F545	86.0601	51.46	_singleton_2999	C4H7NO	singleton	49.23	54.93	190	6289447	1.0	0.94	18	1	6447106
F548	86.0859	34.31	111812		singleton	33.05	37.78	192	654961	1.0	0.83	102	1	680172
F556	86.0929	32.74	111815		singleton	32.11	33.99	201	1632841	1.0	0.84	285	1	1426265
F557	86.0929	37.15	111816		singleton	34.31	40.66	201	4023785	1.0	0.87	354	1	4258370
F558	190.9837	844.32	3004	C6H5BCl2O2	singleton	836.59	866.5	2406	4930739	1.0	0.9	118	1	5021681
F561	132.9974	825.14	_singleton_3005	H4O8	singleton	821.38	825.77	989	12888871	0.88	0.76	9	1	12935802
F562	132.9974	828.59	3006	H4O8	singleton	827.33	832.39	989	17975621	0.83	0.73	11	1	18028809
F563	164.0538	53.67	kp37_161.0398		13C/12C*2,M+H+	49.87	57.47	1676	428876538	1.0	0.93	968	1	428901538
F568	86.1007	33.05	111820		singleton	31.6	35.57	209	2478376	1.0	0.84	317	1	2479543
F569	86.1007	37.15	111821		singleton	35.57	40.02	209	1812417	1.0	0.98	240	1	1754147
F570	86.1015	33.37	111822		singleton	31.6	35.57	210	1134107	1.0	0.98	184	1	1134131
F573	164.0704	101.74	_singleton_3008	C9H9NO2	singleton	97.96	105.53	1682	2722461	0.93	0.76	16	1	2742438
F574	164.0704	294.1	kp1865_163.0631		M0,M+H+	290.21	298.04	1682	4650436	1.0	0.99	12	1	4682254
F575	164.0704	368.02	_singleton_3009	C9H9NO2	singleton	363.99	371.72	1682	1853776	1.0	0.95	9	1	1879564
F576	86.103	33.05	111824		singleton	31.6	34.62	212	669354	1.0	0.93	124	1	718497
F577	164.074	33.05	3012	C6H13NO2S	singleton	31.6	36.2	1683	3005528	1.0	0.99	335	1	3045727
F578	86.1063	33.05	111825		singleton	31.6	36.84	215	765705	1.0	0.87	123	1	776245
F579	190.9901	831.11	3013	C3H2F6O	singleton	827.33	834.95	2409	12180770	0.96	0.92	616	1	12313814
F587	133.0057	824.51	_singleton_3015	C5H5ClO2	singleton	820.76	825.77	990	12375793	0.91	0.87	8	1	12427460
F588	133.0057	828.27	3016	C5H5ClO2	singleton	825.77	831.75	990	19731649	1.0	0.82	10	1	19792434
F589	133.0317	33.05	_singleton_3017	C5H8O2S	singleton	31.09	36.84	991	3374508	1.0	0.97	564	1	3392514
F602	191.0172	32.74	kp40_190.0099		M0,M+H+	32.11	36.52	2416	59138883	1.0	0.96	14923	1	59153883
F603	87.0441	36.52	kp41_86.0367		M0,M+H+	32.74	40.34	231	114150771	1.0	0.71	13	1	116593620
F610	191.0225	828.27	kp42_190.0151		M0,M+H+	824.51	832.07	2418	1172064700	0.85	0.97	7	1	1390458516
F613	165.0473	33.37	kp2441_328.5828		M0,M+H+, 2x charged	31.6	36.84	1701	1581149	1.0	0.76	184	1	1618672
F614	191.0701	360.29	_singleton_3037	C11H8O2	singleton	357.93	363.99	2430	994065	0.77	0.89	5	1	1013065
F615	191.0701	378.09	kp43_190.0628		M0,M+H+	374.07	381.72	2430	25109641	1.0	0.99	221	1	25133641
F616	191.0701	426.76	_singleton_3038	C11H8O2	singleton	423.09	430.76	2430	2489987	1.0	0.92	13	1	2513987
F618	191.0853	569.05	kp44_190.0782		M0,M+H+	565.17	572.87	2432	7458911	1.0	0.98	700	1	7492904
F621	87.0934	33.37	111831		singleton	31.6	34.94	239	5409354	1.0	0.94	772	1	5409231
F622	87.0934	36.2	111832		singleton	34.94	40.02	239	4658617	1.0	0.99	426	1	4691642
F624	87.0998	35.89	111833		singleton	34.94	39.7	240	98054261	1.0	0.97	3613	1	98070261
F625	191.1023	34.62	_singleton_3046	C7H12N2O3	singleton	31.09	38.1	2435	9229100	0.97	0.82	10	1	9292309
F626	191.1023	44.17	_singleton_3047	C7H12N2O3	singleton	40.66	47.96	2435	12066786	0.8	0.81	10	1	12078965
F627	87.1025	33.37	111834		singleton	31.6	35.26	241	3041350	1.0	0.9	417	1	3015050
F631	191.1173	290.53	kp2538_571.3378		M0,M+H+, 3x charged	286.71	294.43	2437	8853927	1.0	0.99	113	1	8920148
F644	191.1429	605.05	kp47_190.1356		M0,M+H+	601.26	607.9	2438	18179205	1.0	0.91	18	1	18226079
F651	133.0519	182.84	kp27_131.0413		13C/12C,M+H+	178.79	186.87	995	7706551	1.0	0.93	74	1	7754434
F652	133.0519	265.02	_singleton_3066	C8H7NO	singleton	260.95	269.07	995	3588213	0.85	0.99	44	1	3643643
F653	133.0519	293.77	_singleton_3067	C8H7NO	singleton	290.21	297.4	995	1570817	0.78	0.99	54	1	1593824
F654	191.1792	533.11	_singleton_3087	C14H22	singleton	529.2	537.03	2440	3733323	0.99	0.96	4	1	3758845
F655	191.1792	552.92	_singleton_3088	C14H22	singleton	549.07	556.78	2440	6473383	1.0	0.94	10	1	6480029
F656	191.1792	559.67	_singleton_3089	C14H22	singleton	556.78	563.55	2440	7350027	1.0	0.95	13	1	7382692
F657	191.1792	567.11	_singleton_3090	C14H22	singleton	564.2	569.68	2440	2695408	0.9	0.94	4	1	2709767
F658	191.1792	572.55	_singleton_3091	C14H22	singleton	569.68	576.03	2440	4102704	0.98	0.91	5	1	4099064
F659	191.1792	576.97	_singleton_3092	C14H22	singleton	576.03	579.18	2440	1774664	0.82	0.81	3	1	1822273
F660	191.1792	582.37	_singleton_3093	C14H22	singleton	579.18	586.22	2440	4003822	0.97	0.94	5	1	4072647
F661	191.1792	596.8	_singleton_3094	C14H22	singleton	592.95	599.99	2440	5018002	1.0	0.92	8	1	5006939
F662	191.1792	602.22	_singleton_3095	C14H22	singleton	599.99	606.0	2440	4877604	1.0	0.91	8	1	4938550
F663	191.1792	619.67	_singleton_3096	C14H22	singleton	617.12	623.48	2440	2443845	0.77	0.94	3	1	2447983
F666	191.1792	667.26	3099	C14H22	singleton	663.49	671.03	2440	3015715	0.89	0.98	4	1	3062937
F672	165.0617	33.99	3105	C3H5N3O4	singleton	31.09	36.2	1706	1035045	1.0	0.76	128	1	1076073
F674	165.0658	54.93	_singleton_3106	C8H8N2O2	singleton	53.36	57.79	1708	647673	0.93	0.97	122	1	666341
F675	165.0658	143.77	_singleton_3107	C8H8N2O2	singleton	139.67	147.91	1708	2841026	0.96	0.95	71	1	2885504
F679	133.0648	500.18	kp48_132.0575		M0,M+H+	496.24	503.47	998	19666647	1.0	0.97	29	1	20010195
F680	133.0648	510.61	kp49_132.0575		M0,M+H+	507.7	514.55	998	14897572	1.0	0.96	22	1	15226183
F681	133.0648	533.76	_singleton_3114	C9H8O	singleton	530.5	537.68	998	3209759	0.74	0.75	3	1	3553307
F688	133.076	210.3	3137	C8H8N2	singleton	206.99	214.39	1001	1514322	1.0	0.99	155	1	1529566
F689	133.0841	99.22	3138	C4H11N3O2	singleton	95.4	101.11	1002	10761293	1.0	0.98	752	1	10794705
F693	88.0757	161.01	3139	C4H7N	singleton	156.87	165.12	265	6014087	0.86	0.96	3	1	9044862
F694	133.086	173.33	_singleton_3140	C6H12O3	singleton	169.24	177.42	1003	3638642	1.0	0.97	190	1	3672078
F695	133.086	221.52	_singleton_3141	C6H12O3	singleton	218.14	225.14	1003	2610076	1.0	1.0	83	1	2633659
F703	165.091	583.97	_singleton_3149	C10H10O	singleton	580.77	587.83	1709	10375324	0.72	0.86	4	1	12105853
F704	165.091	605.37	_singleton_3150	C10H10O	singleton	601.58	609.16	1709	11644341	0.81	0.92	3	1	13563848
F710	165.091	759.69	_singleton_3156	C10H10O	singleton	758.12	761.27	1709	4989480	0.81	0.85	3	1	5769113
F716	191.9787	877.09	_singleton_3164	C5H4BCl2NO2	singleton	875.42	879.08	2446	1167253	0.75	0.85	7	1	1276495
F718	191.9787	885.09	_singleton_3166	C5H4BCl2NO2	singleton	882.1	888.08	2446	1941301	0.84	0.8	8	1	1832950
F721	165.107	290.21	3169	C8H18Si	singleton	286.38	294.1	1710	5508716	1.0	1.0	391	1	5548894
F729	165.1272	431.76	_singleton_3177	C11H14	singleton	427.77	435.09	1711	2649270	0.95	0.96	3	1	2809735
F732	165.1272	482.42	_singleton_3180	C11H14	singleton	478.96	486.36	1711	5671477	1.0	0.95	7	1	5843346
F733	165.1272	584.93	_singleton_3181	C11H14	singleton	581.09	588.79	1711	3882020	1.0	0.94	5	1	4101905
F736	88.3155	718.16	111840		singleton	714.4	721.93	270	4181294	1.0	0.96	236	1	4239293
F741	133.1011	422.75	kp50_132.0938		M0,M+H+	418.75	426.76	1005	27564214	0.74	0.86	3	1	29052501
F743	165.1386	174.68	_singleton_3192	C10H13N	singleton	170.6	178.79	1712	9506713	1.0	1.0	52	1	9554109
F747	191.982	841.75	3197	C6H5ClO5	singleton	837.88	845.28	2448	10078924	0.77	0.9	58	1	10234705
