id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	214
F4824	247.1691	582.37	_singleton_6017	C16H22O2	singleton	580.13	585.57	3795	3811125	0.77	0.86	3	1	3823866
F4828	271.1875	512.26	6021	C13H28O4	singleton	509.64	516.18	4405	3373737	1.0	0.97	297	1	3394745
F4833	293.209	605.05	kp1975_270.2194		M0,Na/H	601.58	606.0	5048	6667291	0.77	0.74	6	1	6682291
F4835	293.209	615.85	kp420_292.2017		M0,M+H+	612.99	617.12	5048	8947368	0.83	0.96	9	1	8961368
F4836	293.209	619.98	kp421_270.2194		M0,Na/H	617.12	623.48	5048	30255183	1.0	0.94	27	1	30276183
F4837	293.209	632.66	kp422_270.2195		M0,Na/H	628.87	636.46	5048	17041228	0.82	0.81	14	1	17066228
F4839	271.1899	532.78	_singleton_6023	C15H24O3	singleton	529.2	536.7	4406	4466668	1.0	0.96	13	1	4494465
F4840	271.1899	541.59	_singleton_6024	C15H24O3	singleton	537.68	545.48	4406	6477005	1.0	0.97	21	1	6498265
F4841	271.1899	607.26	_singleton_6025	C15H24O3	singleton	605.05	611.07	4406	1528197	0.93	0.97	8	1	1553410
F4844	271.1978	450.95	112047		singleton	448.3	454.88	4407	1861156	1.0	0.98	188	1	1888699
F4846	293.2471	652.52	_singleton_6030	C19H32O2	singleton	649.37	655.99	5049	3547087	1.0	0.96	15	1	3635891
F4847	247.2054	656.61	_singleton_6039	C17H26O	singleton	654.09	657.87	3798	698220	1.0	0.98	10	1	711224
F4848	293.2833	589.43	_singleton_6045	C20H36O	singleton	585.57	593.27	5050	4217744	1.0	0.9	23	1	4253360
F4851	293.6435	659.74	112048		singleton	656.93	663.18	5051	1877553	0.96	0.88	154	1	1929581
F4852	293.6435	673.53	112049		singleton	670.09	676.97	5051	5429323	1.0	0.95	530	1	5504328
F4855	271.2052	455.84	_singleton_6047	C19H26O	singleton	453.91	459.77	4408	3336307	0.88	0.94	12	1	3355307
F4856	271.2052	464.42	_singleton_6048	C19H26O	singleton	460.76	468.08	4408	5372134	0.88	0.91	12	1	5395134
F4857	271.2052	474.38	kp424_270.198		M0,M+H+	470.71	478.33	4408	12233994	0.92	0.98	38	1	12257994
F4858	271.2052	483.06	_singleton_6049	C19H26O	singleton	480.84	487.02	4408	3984199	0.88	0.86	14	1	4004199
F4859	271.2052	494.59	6050	C19H26O	singleton	491.31	498.54	4408	3744955	0.83	0.94	8	1	3767955
F4861	271.2052	593.59	kp418_270.1981		M0,M+H+	589.75	597.44	4408	70776007	1.0	0.94	85	1	70801007
F4864	271.2052	648.74	kp425_270.198		M0,M+H+	645.28	651.89	4408	8359589	0.91	0.95	12	1	8381589
F4865	293.6621	709.04	112050		singleton	705.26	712.82	5053	5976016	1.0	0.91	374	1	6005148
F4873	220.0593	266.03	_singleton_6055	C10H7N5	singleton	261.97	270.09	3167	1668922	0.8	0.98	61	1	1702244
F4874	220.0593	298.35	kp2465_438.6069		M0,M+H+, 2x charged	294.43	302.27	3167	2950391	1.0	0.99	114	1	2981082
F4875	220.0593	347.61	_singleton_6056	C10H7N5	singleton	345.02	350.59	3167	1928387	1.0	0.97	132	1	1949278
F4876	220.0593	354.28	6057	C10H7N5	singleton	350.59	358.27	3167	3518613	1.0	0.97	172	1	3550203
F4891	220.0847	101.74	_singleton_6061	C11H12N2O3	singleton	98.27	105.21	3172	2261436	0.89	0.86	136	1	2308471
F4893	248.0224	182.17	5933	C8H9NO6S		178.1	186.2	3804	5590341	1.0	0.9	106	1	5657859
F4896	220.0964	229.05	_singleton_6064	C10H12N4O2	singleton	227.07	233.04	3173	1000232	0.95	0.84	116	1	1019232
F4897	220.0964	315.36	6065	C10H12N4O2	singleton	311.36	318.98	3173	1186124	0.96	0.9	12	1	1210124
F4898	220.0964	347.61	kp426_219.089		M0,M+H+	343.74	351.6	3173	29916874	1.0	1.0	423	1	29941874
F4900	271.2416	555.15	kp427_270.2343		M0,M+H+	552.6	559.03	4411	7930148	0.9	0.97	56	1	7951148
F4901	271.2416	573.83	kp428_270.2343		M0,M+H+	570.64	577.6	4411	7162649	0.81	0.91	11	1	7185649
F4902	271.2416	615.22	kp429_270.2343		M0,M+H+	611.39	619.03	4411	56123012	1.0	0.97	286	1	56148012
F4903	220.0999	103.94	_singleton_6067	C8H17NO4Si	singleton	100.79	107.82	3174	1641846	0.84	0.9	31	1	1657316
F4904	220.0999	156.53	6068	C8H17NO4Si	singleton	152.39	160.65	3174	2498591	0.89	0.92	34	1	2531208
F4905	294.1534	47.64	_singleton_6069	C12H21NO6	singleton	44.48	51.46	5064	1723334	1.0	0.85	110	1	1751222
F4907	294.1694	386.98	6073	C16H20O4	singleton	383.39	391.0	5066	2381703	1.0	1.0	243	1	2405711
F4911	294.1822	582.69	6074	C15H23N3O3	singleton	580.13	586.54	5067	11998579	1.0	0.94	445	1	12019579
F4913	271.2627	717.85	kp430_270.2553		M0,M+H+	714.08	721.61	4412	71156498	1.0	0.94	152	1	71181498
F4914	248.0915	229.05	kp431_247.084		M0,M+H+	225.14	233.04	3809	20163051	1.0	0.99	1667	1	20188051
F4918	248.095	88.67	_singleton_6075	C10H14O4S	singleton	84.58	92.74	3810	2098091	1.0	0.95	78	1	2123844
F4919	294.2042	569.68	_singleton_6077	C15H29NO3	singleton	568.08	572.87	5069	798874	0.73	0.92	116	1	806069
F4922	248.0976	385.67	kp1976_247.0904		M0,M+H+	382.39	388.98	3811	8179294	1.0	1.0	1106	1	8200294
F4924	271.6225	605.37	112051		singleton	602.22	608.53	4414	1735145	1.0	0.88	177	1	1745741
F4927	220.1177	137.62	kp432_219.1103		M0,M+H+	133.85	141.73	3178	26341227	1.0	0.97	20	1	26365227
F4928	271.6413	605.05	112052		singleton	603.48	608.53	4415	1687788	1.0	0.95	216	1	1704795
F4930	220.1314	101.11	_singleton_6080	C11H24S2	singleton	97.33	102.68	3179	2542373	1.0	0.87	176	1	2574827
F4931	220.1314	104.26	6081	C11H24S2	singleton	102.68	106.49	3179	985982	0.93	0.97	118	1	967681
F4932	248.116	379.08	_singleton_6082	C13H16N2O3	singleton	375.42	382.06	3813	1865297	1.0	1.0	208	1	1886305
F4936	271.6578	650.0	112053		singleton	648.43	653.15	4416	2077744	0.74	0.84	243	1	2093744
F4937	271.6578	658.49	kp2216_542.3082		M0,M+H+, 2x charged	655.67	661.92	4416	14512357	1.0	0.84	1416	1	14533357
F4938	272.0784	66.62	6084	C12H14O2S2	singleton	63.16	70.5	4418	3758328	0.92	0.94	199	1	3749306
F4940	248.1317	322.65	6085	C14H17FN2O	singleton	319.64	326.66	3814	3125408	1.0	1.0	342	1	3147417
F4942	294.6433	675.09	kp2217_588.2794		M0,M+H+, 2x charged	671.35	678.53	5073	19915986	1.0	0.78	625	1	19939986
F4944	220.1362	291.81	6086	C9H18O3Si	singleton	289.26	295.42	3181	2842431	1.0	0.99	296	1	2862438
F4945	294.6698	756.86	112055		singleton	753.39	760.01	5074	2385097	0.95	0.89	145	1	2405795
F4947	248.1415	186.54	6087	C15H20O3	singleton	183.18	190.24	3818	1407410	1.0	0.99	166	1	1432353
F4948	294.9785	830.48	6088	C11H10BrN3S	singleton	826.7	834.31	5075	1684108	1.0	0.94	115	1	1711887
F4951	295.0103	32.11	6089	C11H13ClN2S2	singleton	30.58	33.37	5076	566920	1.0	0.84	114	1	574921
F4952	248.1486	32.74	kp433_247.1412		M0,M+H+	32.11	35.89	3820	6689184	1.0	0.92	1328	1	6702184
F4959	295.0482	344.7	6090	C10H12O7S	singleton	340.75	348.59	5078	7154444	1.0	1.0	673	1	7183092
F4960	248.1674	407.77	kp434_247.1602		M0,M+H+	403.79	411.76	3821	10415735	1.0	1.0	951	1	10456701
F4961	248.1852	492.95	_singleton_6091	C12H22O4	singleton	489.67	496.9	3822	2737882	1.0	0.99	306	1	2762760
F4962	272.1276	456.49	_singleton_6101	C16H17NO3	singleton	452.61	458.78	4424	1657291	1.0	0.91	187	1	1677291
F4963	272.1276	513.89	6102	C16H17NO3	singleton	511.29	515.86	4424	2062545	1.0	0.93	244	1	2077545
F4964	272.1276	518.78	kp435_230.0938		M0,ACN	515.86	522.68	4424	11511371	1.0	0.98	1559	1	11533371
F4965	248.6196	604.43	112056		singleton	602.54	606.0	3823	626661	1.0	0.9	101	1	672502
F4966	295.0574	68.54	kp436_272.0681		M0,Na/H	47.64	92.06	5079	94577390	1.0	0.85	3759	1	94714390
F4967	295.0574	345.02	kp437_294.0501		M0,M+H+	341.42	348.59	5079	10349949	1.0	0.99	780	1	10372949
F4972	295.0778	345.02	6103	C12H16O7	singleton	341.09	348.92	5080	8705106	1.0	1.0	753	1	8752814
F4975	295.0975	379.08	6104	C12H18Cl2N2O	singleton	375.76	383.06	5082	6021768	1.0	1.0	674	1	6046307
F4977	295.1019	44.17	kp439_294.0943		M0,M+H+	40.66	47.96	5083	89947561	1.0	0.89	122	1	89971561
F4978	248.9368	829.85	6105	C6H5Cl3N2O	singleton	826.08	833.67	3824	10531114	0.85	0.95	25	1	10658447
F4979	220.995	39.06	_singleton_6106	C7H11NO2Se	singleton	38.1	40.99	3190	1953410	0.71	0.99	119	1	1943863
F4980	220.995	45.11	6107	C7H11NO2Se	singleton	41.31	48.91	3190	3605820	0.77	0.89	92	1	3658580
F4981	248.9589	288.0	_singleton_6108	C8H6N2S3	singleton	284.0	289.58	3825	1717741	0.78	0.92	136	1	1757705
F4984	248.9734	158.25	6110	C6H11BrO4	singleton	154.1	162.38	3826	6213097	1.0	0.94	344	1	6279368
F4987	249.0077	204.07	6111	C6H15AsO4	singleton	200.1	207.96	3829	4440293	0.92	0.98	226	1	4471457
F4988	272.1747	444.73	6112	C16H18N2O	singleton	443.47	447.97	4431	1280856	1.0	0.98	153	1	1295862
F4989	249.0429	353.27	6113	C9H10O5S	singleton	349.59	357.27	3830	3131057	1.0	1.0	303	1	3154806
F4990	295.1214	552.92	_singleton_6114	C18H17NO3	singleton	549.4	556.78	5087	2511929	1.0	0.99	63	1	2531089
F4991	295.1214	587.18	6115	C18H17NO3	singleton	583.97	591.03	5087	1649788	0.83	0.96	30	1	1690422
F4992	221.0026	838.84	6116	C4H10N2O3S2	singleton	828.59	886.09	3191	19484299	1.0	0.95	62	1	19661371
F4994	249.0531	36.84	_singleton_6117	C8H9NO5S	singleton	34.94	39.06	3832	1456668	1.0	0.96	184	1	1492511
F4995	249.0531	43.54	_singleton_6118	C8H9NO5S	singleton	40.34	47.01	3832	1381489	0.89	0.89	105	1	1433062
F4996	272.1849	230.37	_singleton_6120	C13H23N5	singleton	228.05	234.36	4432	4986248	1.0	0.94	116	1	5006248
F4997	272.1849	246.56	_singleton_6121	C13H23N5	singleton	242.49	248.56	4432	3062874	1.0	0.94	75	1	3081874
F4998	272.1849	250.2	6122	C13H23N5	singleton	248.56	253.17	4432	2251917	1.0	0.94	57	1	2266917
F4999	272.1849	482.74	kp441_271.1777		M0,M+H+	480.21	486.69	4432	14239532	1.0	0.96	103	1	14260532
F5001	249.0604	97.96	_singleton_6123	C8H10N4O4	singleton	94.09	100.16	3835	6668243	1.0	0.95	475	1	6661013
F5002	249.0604	104.26	6124	C8H10N4O4	singleton	100.48	108.15	3835	9000246	1.0	0.93	512	1	9084854
F5003	272.204	450.28	6125	C14H27NOSi	singleton	447.32	454.24	4434	4838489	1.0	0.98	501	1	4883043
F5004	295.1511	475.71	_singleton_6126	C11H19NO7	singleton	472.72	479.27	5092	1369627	1.0	0.93	19	1	1374750
F5005	295.1511	481.47	6127	C11H19NO7	singleton	479.27	485.35	5092	2653759	1.0	0.93	46	1	2649897
F5011	272.2217	623.16	6078	C15H29NO3	singleton	619.67	626.97	4437	3072520	1.0	0.96	177	1	3101487
F5013	295.1532	469.39	kp442_294.1459		M0,M+H+	465.77	473.38	5093	6694422	1.0	1.0	90	1	6716125
F5014	295.1532	563.88	_singleton_6129	C16H22O5	singleton	559.99	565.49	5093	1719714	1.0	0.94	12	1	1720862
F5015	295.1532	567.76	6130	C16H22O5	singleton	565.49	570.64	5093	1329030	1.0	0.95	12	1	1326099
F5016	221.0482	353.61	6131	C8H10O4S	singleton	350.59	356.6	3199	1348043	1.0	0.92	134	1	1374286
F5018	295.1644	461.09	6132	C15H22N2O4	singleton	458.45	464.42	5095	1121343	1.0	0.99	136	1	1143194
F5019	249.0729	368.69	_singleton_5771	C11H14O5	singleton	364.67	370.71	3838	1490757	0.78	0.88	25	1	1509757
F5022	249.0729	439.07	kp443_248.0657		M0,M+H+	437.42	441.59	3838	6936977	1.0	0.98	904	1	6950977
F5027	249.0761	385.67	6133	C13H12O5	singleton	383.39	388.31	3839	1643776	1.0	0.99	89	1	1659782
F5028	249.0811	385.67	6134	C11H12F2N2O	singleton	383.06	388.65	3840	4438868	1.0	1.0	552	1	4456875
F5029	272.2578	492.29	kp444_271.2506		M0,M+H+	488.35	496.24	4440	17410075	1.0	0.95	211	1	17435075
F5030	272.2578	532.46	_singleton_6135	C16H30O2	singleton	528.88	536.38	4440	2373000	0.72	0.92	12	1	2397000
F5033	249.0841	385.35	6148	C10H14N2O4	singleton	383.72	388.31	3841	3388523	1.0	0.99	469	1	3433041
F5040	295.1878	585.25	_singleton_6154	C15H28O4	singleton	586.22	587.18	5098	930156	0.81	0.94	10	1	117296
F5041	295.1878	596.8	_singleton_6155	C15H28O4	singleton	594.88	599.67	5098	1692494	0.86	0.97	45	1	1666019
F5042	295.1878	601.58	_singleton_6156	C15H28O4	singleton	599.99	604.43	5098	1020739	0.82	0.89	34	1	1117031
F5043	295.1878	606.31	_singleton_6157	C15H28O4	singleton	604.74	607.9	5098	581478	0.75	0.9	26	1	519433
F5044	295.1878	610.12	_singleton_6158	C15H28O4	singleton	607.9	611.71	5098	925181	0.81	0.96	31	1	906606
F5045	295.1878	614.9	6159	C15H28O4	singleton	611.71	617.44	5098	1189586	0.77	0.71	28	1	1246670
F5046	295.1878	628.55	kp1987_272.1984		M0,Na/H	624.75	632.34	5098	8615213	1.0	0.94	96	1	8664672
F5050	221.0751	135.92	6160	C11H12N2OS	singleton	131.79	140.01	3205	3058565	1.0	0.98	160	1	3108546
F5055	272.2944	566.79	_singleton_6165	C17H34O	singleton	562.91	570.0	4442	1527992	1.0	0.98	120	1	1585636
F5056	272.2944	575.4	6166	C17H34O	singleton	571.91	579.18	4442	2003134	1.0	0.99	181	1	2020186
F5057	272.6569	712.82	112057		singleton	709.67	715.03	4443	1080509	0.8	0.89	30	1	1098516
F5058	221.0782	329.01	kp446_198.0889		M0,Na/H	324.99	333.03	3206	54458858	1.0	0.81	446	1	54483858
F5060	272.6657	689.52	112058		singleton	687.01	692.98	4444	1343810	0.77	0.92	130	1	1327608
F5061	295.1898	526.93	kp447_294.1826		M0,M+H+	523.01	530.83	5099	68707598	1.0	0.97	115	1	68732598
F5062	295.1898	533.76	kp448_294.1825		M0,M+H+	531.81	537.68	5099	8720666	0.94	0.88	12	1	8739666
F5067	272.9735	157.91	6177	C6H6O7S2	singleton	153.76	162.04	4445	2512539	1.0	0.91	154	1	2557782
F5070	249.1095	447.65	_singleton_5656	C12H18O4	singleton	444.41	451.28	3845	7136525	0.84	0.93	31	1	7158525
F5072	249.1095	523.01	kp449_226.1201		M0,Na/H	521.39	526.93	3845	19594308	1.0	0.92	107	1	19612308
F5073	221.0805	345.02	kp450_220.0734		M0,M+H+	341.09	348.92	3207	19272474	1.0	0.99	80	1	19297474
F5075	221.0805	421.08	_singleton_6178	C11H10N4	singleton	417.1	425.09	3207	5505565	1.0	0.76	10	1	5530565
F5077	221.0805	473.05	_singleton_6180	C11H10N4	singleton	470.05	476.04	3207	1862519	0.71	0.86	4	1	1881519
F5078	221.0805	481.15	kp451_220.0733		M0,M+H+	477.36	485.02	3207	37931570	1.0	0.96	124	1	37956570
F5079	221.0805	508.67	6181	C11H10N4	singleton	504.78	511.61	3207	1818352	0.82	0.9	4	1	1840352
F5080	295.1933	765.68	6182	C14H30O4S	singleton	761.9	769.46	5101	2299526	1.0	0.82	139	1	2348247
F5081	273.0477	35.89	_singleton_6183	C9H9N3O2S2	singleton	32.11	39.7	4449	6416766	1.0	0.91	195	1	6486778
F5083	273.0477	46.37	_singleton_6184	C9H9N3O2S2	singleton	44.48	50.19	4449	1907648	0.8	0.78	78	1	1997970
F5084	273.0477	54.3	6185	C9H9N3O2S2	singleton	50.51	57.47	4449	3029998	0.82	0.87	94	1	3085190
F5085	295.2051	449.29	_singleton_6186	C15H32O2Si	singleton	446.99	451.61	5102	1750504	0.94	0.95	79	1	1765504
F5086	295.2051	456.17	kp452_294.1977		M0,M+H+	452.94	460.1	5102	9327100	1.0	0.99	395	1	9350100
F5087	295.2051	502.48	6187	C15H32O2Si	singleton	500.18	506.08	5102	1799763	0.94	0.97	34	1	1818763
F5088	249.1116	386.65	_singleton_6188	C14H14O3	singleton	383.06	388.31	3846	948192	0.84	0.72	10	1	950864
F5089	249.1116	411.42	_singleton_6189	C14H14O3	singleton	408.76	413.1	3846	1270192	0.88	0.89	11	1	1296161
F5090	249.1116	424.76	_singleton_6190	C14H14O3	singleton	422.75	428.77	3846	1447441	0.9	0.97	9	1	1467785
F5091	249.1116	469.07	_singleton_6191	C14H14O3	singleton	466.43	473.05	3846	3990589	0.82	0.96	13	1	4065041
F5092	249.1116	517.48	_singleton_6192	C14H14O3	singleton	513.57	519.1	3846	3116342	0.88	0.93	14	1	3118326
F5093	249.1116	542.57	_singleton_6193	C14H14O3	singleton	540.62	545.82	3846	1882909	0.89	0.97	8	1	1865329
F5094	249.1116	552.6	_singleton_6194	C14H14O3	singleton	550.05	556.46	3846	5192392	0.87	0.95	24	1	5223952
F5097	221.0917	82.9	4580	C11H9NO3	singleton	78.88	86.98	3209	89829435	0.82	0.95	30	1	89854435
F5098	221.0917	99.53	kp1983_220.0844		M0,M+H+	95.74	100.16	3209	126451238	1.0	0.96	74	1	126466238
F5099	221.0917	102.05	kp1919_220.0844		M0,M+H+	100.16	105.85	3209	170104296	1.0	0.95	76	1	170123296
F5113	249.1463	525.95	kp455_226.1569		M0,Na/H	522.36	529.85	3850	11128018	1.0	0.97	18	1	11152018
F5114	249.1463	533.44	6203	C13H22O3	singleton	531.15	537.36	3850	4777534	1.0	0.91	8	1	4797534
F5115	221.1149	409.09	kp1896_198.1255		M0,Na/H	405.79	413.1	3213	3592950	1.0	0.99	29	1	3624580
F5116	221.1149	458.45	6204	C9H17NS2	singleton	456.17	461.09	3213	1220964	0.73	0.94	12	1	1233427
F5119	273.0897	181.83	6205	C11H14N2O3S	singleton	177.76	185.87	4455	2354106	1.0	0.97	78	1	2393022
F5123	295.2261	626.02	_singleton_6208	C18H30O3	singleton	622.53	628.87	5103	16158020	1.0	0.94	7	1	16179020
F5124	295.2261	630.76	kp1984_294.2189		M0,M+H+	628.87	633.61	5103	11347898	0.95	0.81	5	1	11363898
F5125	295.2261	635.82	kp456_294.2189		M0,M+H+	633.61	639.29	5103	13450812	1.0	0.85	6	1	13469812
F5126	295.2261	655.04	kp457_294.2189		M0,M+H+	651.57	657.87	5103	15315359	1.0	0.94	6	1	15336359
F5128	273.0964	480.21	kp1985_272.0888		M0,M+H+	477.03	484.03	4457	9246174	1.0	0.99	844	1	9267803
F5129	249.1673	589.75	6228	C8H17N5O3	singleton	587.18	591.67	3853	952044	1.0	0.99	114	1	967049
F5131	249.171	589.75	_singleton_6229	C13H17N3O	singleton	587.18	593.59	3854	3389636	1.0	0.98	356	1	3421765
F5132	273.1007	446.34	6234	C15H15NO4	singleton	443.78	450.28	4459	1306500	1.0	0.99	13	1	1313374
F5133	249.1739	589.75	6235	C14H27P	singleton	587.5	591.99	3855	2036793	1.0	0.98	299	1	2073337
F5136	295.2627	655.36	_singleton_6237	C19H32O	singleton	652.52	658.18	5104	2149251	0.83	0.94	5	1	2152945
F5137	295.2627	681.67	_singleton_6238	C19H32O	singleton	677.91	685.13	5104	2855015	1.0	0.96	5	1	2902488
F5139	249.178	570.0	6240	C13H27AlO	singleton	568.08	573.19	3856	686886	1.0	0.97	102	1	703892
F5140	295.641	673.85	112059		singleton	670.09	677.59	5105	7029190	1.0	0.93	616	1	7102143
F5141	273.1469	417.76	_singleton_6241	C15H19N3O2	singleton	415.1	420.42	4462	1077514	1.0	1.0	136	1	1097117
F5142	296.0056	203.74	6243	C12H10AsClN	singleton	199.76	207.64	5107	7172601	0.96	0.98	372	1	7263779
F5147	221.1171	500.18	kp458_220.1096		M0,M+H+	496.24	504.12	3214	26887689	1.0	0.98	16	1	26912689
F5148	221.1171	510.61	kp459_220.1096		M0,M+H+	506.72	514.22	3214	20187033	1.0	0.96	12	1	20211033
F5150	221.1171	521.06	kp460_220.1097		M0,M+H+	518.45	524.32	3214	10623312	0.88	0.89	5	1	10642312
F5152	221.1171	539.97	kp461_220.1097		M0,M+H+	536.05	543.87	3214	25667408	1.0	0.9	13	1	25692408
F5154	221.1171	569.68	kp462_220.1097		M0,M+H+	565.82	573.51	3214	59937675	1.0	0.95	26	1	59962675
F5155	221.1171	587.83	kp463_220.1097		M0,M+H+	584.29	591.67	3214	12581266	0.88	0.86	4	1	12605266
F5161	273.1666	365.34	kp1996_250.1775		M0,Na/H	361.3	369.36	4463	4619079	0.96	0.72	234	1	4665315
F5163	273.169	490.65	6245	C13H22N4O	singleton	487.35	494.59	4464	1257493	1.0	0.87	62	1	1281886
F5164	221.1281	359.62	_singleton_6246	C12H13NO2	singleton	355.61	363.32	3217	3231926	1.0	0.99	141	1	3263452
F5165	273.1824	529.2	5817	C16H26O2	singleton	525.95	532.78	4466	1477858	1.0	0.98	17	1	1499868
F5169	249.1845	589.75	kp465_248.1773		M0,M+H+	585.9	593.59	3857	492089279	1.0	0.94	74	1	492987538
F5172	296.1347	281.62	_singleton_6252	C12H15N5O3	singleton	279.25	284.0	5115	887240	1.0	1.0	127	1	904182
F5175	273.1844	563.88	_singleton_6254	C10H28N2OP2	singleton	560.96	567.11	4467	2467695	0.92	0.98	6	1	2516677
F5176	273.1844	593.27	_singleton_6255	C10H28N2OP2	singleton	581.09	601.26	4467	4606191	0.79	0.88	4	1	4670210
F5177	273.1844	606.63	_singleton_6256	C10H28N2OP2	singleton	604.11	609.48	4467	2685757	0.92	0.87	8	1	2727266
F5178	273.1844	612.67	kp466_272.1773		M0,M+H+	609.48	616.49	4467	10229004	1.0	0.9	32	1	10264934
F5179	273.1844	621.26	_singleton_6257	C10H28N2OP2	singleton	619.03	625.07	4467	1624181	0.85	0.91	5	1	1662729
F5180	273.1844	655.67	6258	C10H28N2OP2	singleton	652.83	657.55	4467	2251170	0.93	0.99	15	1	2267176
F5181	249.1981	590.39	6259	C13H27OP	singleton	587.18	592.95	3859	1786363	1.0	0.9	187	1	1805371
F5183	296.1696	342.76	_singleton_6260	C11H23N5O3	singleton	339.74	346.63	5119	5090404	1.0	0.99	446	1	5127516
F5184	296.1696	445.05	6261	C11H23N5O3	singleton	443.15	448.96	5119	1086992	1.0	0.97	64	1	1098960
F5185	296.1812	521.71	6262	C20H22FN	singleton	519.1	525.63	5120	1144087	1.0	0.98	112	1	1162071
F5187	273.2055	518.13	_singleton_6264	C15H26O3	singleton	514.55	522.03	4469	1576173	0.86	0.98	6	1	1604369
F5188	273.2055	532.13	_singleton_6265	C15H26O3	singleton	529.2	535.72	4469	2354447	0.99	0.99	15	1	2385604
F5189	273.2055	540.29	_singleton_6266	C15H26O3	singleton	536.7	544.19	4469	3655267	1.0	0.96	21	1	3712777
F5190	273.2055	555.47	_singleton_6267	C15H26O3	singleton	551.97	559.35	4469	3875626	1.0	0.96	14	1	3916237
F5191	273.2055	570.64	kp2034_231.1723		M0,ACN	566.79	574.46	4469	2804777	1.0	1.0	12	1	2835663
F5193	273.2055	696.44	6268	C15H26O3	singleton	692.67	700.22	4469	4607502	1.0	0.96	189	1	4660097
F5195	221.1534	533.11	kp467_220.146		M0,M+H+	529.2	537.03	3218	19618177	1.0	0.97	9	1	22311590
F5196	221.1534	542.25	kp468_220.146		M0,M+H+	538.66	546.14	3218	13738833	1.0	0.96	6	1	16325231
F5198	221.1534	584.61	kp350_220.146		M0,M+H+	580.77	587.83	3218	20872110	1.0	0.99	6	1	23466592
F5199	221.1534	590.71	kp469_220.146		M0,M+H+	587.83	594.55	3218	23597383	1.0	0.94	9	1	25983891
F5204	296.1846	552.92	_singleton_6269	C16H22O4	singleton	550.05	556.78	5121	1576312	1.0	0.99	144	1	1603063
F5207	250.0381	203.74	6119	C8H9NO5S	singleton	199.76	207.64	3864	18290612	1.0	0.99	310	1	18501148
F5208	296.2043	575.4	6271	C17H29NOS	singleton	572.87	579.18	5123	4966862	0.94	0.89	341	1	5049811
F5211	296.2082	575.71	_singleton_6272	C13H26O6	singleton	575.09	576.97	5124	638093	1.0	0.78	111	1	558318
F5212	296.2082	578.54	6273	C13H26O6	singleton	576.97	580.13	5124	1007744	1.0	0.87	157	1	1006344
F5213	250.0927	206.34	_singleton_6163	C9H13NO6	singleton	202.42	209.29	3869	1894822	1.0	0.99	199	1	1918662
F5214	250.0927	385.67	6164	C9H13NO6	singleton	383.39	388.65	3869	3028253	1.0	1.0	391	1	3045259
F5216	273.2208	491.31	_singleton_6275	C19H28O	singleton	487.35	494.91	4471	1568138	0.76	0.89	13	1	1592138
F5219	273.2208	551.97	kp470_272.2135		M0,M+H+	548.09	555.81	4471	10952159	1.0	0.98	42	1	10977159
F5220	273.2208	562.26	kp471_272.2135		M0,M+H+	558.38	566.14	4471	14210220	1.0	0.98	53	1	14235220
F5221	273.2208	572.87	_singleton_6278	C19H28O	singleton	569.68	575.4	4471	5874208	1.0	0.9	21	1	5893208
F5223	273.2208	588.79	_singleton_6280	C19H28O	singleton	586.54	591.67	4471	1786117	0.75	0.78	5	1	1803117
F5224	273.2208	639.61	6281	C19H28O	singleton	635.82	641.81	4471	3774409	0.95	0.84	13	1	3794409
F5226	221.1897	458.45	_singleton_5302	C15H24O	singleton	454.56	462.42	3219	2540074	1.0	0.99	47	1	2578757
F5232	273.2573	629.5	6283	C20H32	singleton	625.7	633.29	4473	3372053	1.0	0.9	33	1	3399651
F5236	221.2261	718.47	kp472_220.2189		M0,M+H+	714.71	721.61	3220	15645894	1.0	0.81	230	1	15668894
F5238	296.2215	575.71	kp473_295.214		M0,M+H+	571.91	579.5	5125	876268821	1.0	0.92	49	1	876293821
F5242	221.997	286.04	6289	C8H3F2NO3	singleton	282.3	289.26	3221	2184268	1.0	0.99	187	1	2208949
F5243	273.6463	663.8	112060		singleton	661.3	667.26	4476	2396788	1.0	0.86	256	1	2465240
F5244	250.1175	40.99	_singleton_6290	C12H12N2O3	singleton	37.15	43.54	3875	4691024	0.75	0.86	34	1	4816645
F5246	250.1175	99.22	_singleton_6292	C12H12N2O3	singleton	95.4	98.27	3875	5350597	0.74	0.99	87	1	2551648
F5247	250.1175	102.05	_singleton_6293	C12H12N2O3	singleton	100.48	105.85	3875	8896949	0.75	0.88	179	1	6148058
F5249	273.6648	722.87	kp2219_546.3225		M0,M+H+, 2x charged	719.1	726.65	4477	8451331	0.95	0.97	515	1	8544797
F5251	274.0379	294.1	6297	C10H8O6S	singleton	290.21	297.72	4478	5217119	1.0	1.0	477	1	5241128
F5256	296.2392	576.03	112062		singleton	574.46	577.6	5127	1750818	1.0	0.71	224	1	1767964
F5257	296.2392	578.86	112063		singleton	577.6	582.37	5127	1894928	1.0	0.93	223	1	1817337
F5260	250.1545	425.09	_singleton_6299	C13H16N2O2	singleton	422.08	429.1	3878	3333702	1.0	0.98	72	1	3351856
F5261	250.1545	433.09	6300	C13H16N2O2	singleton	429.1	437.09	3878	2752309	1.0	0.98	52	1	2783094
